ccaa_iso,fecha,num_casos
ES-CB,2021-09-10,48
ES-CE,2021-09-10,6
ES-CL,2021-09-10,96
ES-CM,2021-09-10,185
ES-CN,2021-09-10,99
ES-CT,2021-09-10,611
ES-EX,2021-09-10,67
ES-GA,2021-09-10,94
ES-IB,2021-09-10,115
ES-MC,2021-09-10,76
ES-MD,2021-09-10,476
ES-ML,2021-09-10,25
ES-NC,2021-09-10,39
ES-PV,2021-09-10,188
ES-RI,2021-09-10,16
ES-VC,2021-09-10,274
ES-AN,2021-09-11,301
ES-AR,2021-09-11,92
ES-AS,2021-09-11,13
ES-CB,2021-09-11,45
ES-CE,2021-09-11,13
ES-CL,2021-09-11,95
ES-CM,2021-09-11,115
ES-CN,2021-09-11,88
ES-CT,2021-09-11,318
ES-EX,2021-09-11,41
ES-GA,2021-09-11,95
ES-IB,2021-09-11,91
ES-MC,2021-09-11,67
ES-MD,2021-09-11,358
ES-ML,2021-09-11,10
ES-NC,2021-09-11,52
ES-PV,2021-09-11,188
ES-RI,2021-09-11,8
ES-VC,2021-09-11,176
ES-AN,2021-09-12,251
ES-AR,2021-09-12,67
ES-AS,2021-09-12,7
ES-CB,2021-09-12,32
ES-CE,2021-09-12,12
ES-CL,2021-09-12,70
ES-CM,2021-09-12,111
ES-CN,2021-09-12,82
ES-CT,2021-09-12,340
ES-EX,2021-09-12,37
ES-GA,2021-09-12,67
ES-IB,2021-09-12,65
ES-MC,2021-09-12,83
ES-MD,2021-09-12,357
ES-ML,2021-09-12,12
ES-NC,2021-09-12,35
ES-PV,2021-09-12,190
ES-RI,2021-09-12,6
ES-VC,2021-09-12,150
ES-AN,2021-09-13,459
ES-AR,2021-09-13,111
ES-AS,2021-09-13,15
ES-CB,2021-09-13,41
ES-CE,2021-09-13,13
ES-CL,2021-09-13,102
ES-CM,2021-09-13,153
ES-CN,2021-09-13,130
ES-CT,2021-09-13,737
ES-EX,2021-09-13,56
ES-GA,2021-09-13,99
ES-IB,2021-09-13,111
ES-MC,2021-09-13,85
ES-MD,2021-09-13,498
ES-ML,2021-09-13,12
ES-NC,2021-09-13,30
ES-PV,2021-09-13,182
ES-RI,2021-09-13,16
ES-VC,2021-09-13,223
ES-AN,2021-09-14,510
ES-AR,2021-09-14,81
ES-AS,2021-09-14,17
ES-CB,2021-09-14,40
ES-CE,2021-09-14,14
ES-CL,2021-09-14,142
ES-CM,2021-09-14,172
ES-CN,2021-09-14,107
ES-CT,2021-09-14,639
ES-EX,2021-09-14,56
ES-GA,2021-09-14,88
ES-IB,2021-09-14,104
ES-MC,2021-09-14,106
ES-MD,2021-09-14,451
ES-ML,2021-09-14,9
ES-NC,2021-09-14,40
ES-PV,2021-09-14,192
ES-RI,2021-09-14,13
ES-VC,2021-09-14,238
ES-AN,2021-09-15,473
ES-AR,2021-09-15,100
ES-AS,2021-09-15,9
ES-CB,2021-09-15,50
ES-CE,2021-09-15,8
ES-CL,2021-09-15,75
ES-CM,2021-09-15,134
ES-CN,2021-09-15,87
ES-CT,2021-09-15,416
ES-EX,2021-09-15,51
ES-GA,2021-09-15,100
ES-IB,2021-09-15,70
ES-MC,2021-09-15,106
ES-MD,2021-09-15,392
ES-ML,2021-09-15,4
ES-NC,2021-09-15,28
ES-PV,2021-09-15,119
ES-RI,2021-09-15,9
ES-VC,2021-09-15,206
ES-AN,2021-09-16,457
ES-AR,2021-09-16,78
ES-AS,2021-09-16,6
ES-CB,2021-09-16,31
ES-CE,2021-09-16,8
ES-CL,2021-09-16,90
ES-CM,2021-09-16,146
ES-CN,2021-09-16,106
ES-CT,2021-09-16,525
ES-EX,2021-09-16,49
ES-GA,2021-09-16,94
ES-IB,2021-09-16,86
ES-MC,2021-09-16,116
ES-MD,2021-09-16,397
ES-ML,2021-09-16,7
ES-NC,2021-09-16,27
ES-PV,2021-09-16,77
ES-RI,2021-09-16,15
ES-VC,2021-09-16,209
ES-AN,2021-09-17,457
ES-AR,2021-09-17,90
ES-AS,2021-09-17,10
ES-CB,2021-09-17,48
ES-CE,2021-09-17,8
ES-CL,2021-09-17,78
ES-CM,2021-09-17,122
ES-CN,2021-09-17,104
ES-CT,2021-09-17,461
ES-EX,2021-09-17,54
ES-GA,2021-09-17,68
ES-IB,2021-09-17,77
ES-MC,2021-09-17,112
ES-MD,2021-09-17,432
ES-ML,2021-09-17,10
ES-NC,2021-09-17,19
ES-PV,2021-09-17,115
ES-RI,2021-09-17,10
ES-VC,2021-09-17,204
ES-AN,2021-09-18,282
ES-AR,2021-09-18,77
ES-AS,2021-09-18,12
ES-CB,2021-09-18,26
ES-CE,2021-09-18,3
ES-CL,2021-09-18,56
ES-CM,2021-09-18,97
ES-CN,2021-09-18,71
ES-CT,2021-09-18,261
ES-EX,2021-09-18,37
ES-GA,2021-09-18,82
ES-IB,2021-09-18,75
ES-MC,2021-09-18,86
ES-MD,2021-09-18,285
ES-ML,2021-09-18,4
ES-NC,2021-09-18,24
ES-PV,2021-09-18,119
ES-RI,2021-09-18,11
ES-VC,2021-09-18,170
ES-AN,2021-09-19,219
ES-AR,2021-09-19,84
ES-AS,2021-09-19,7
ES-CB,2021-09-19,26
ES-CE,2021-09-19,5
ES-CL,2021-09-19,45
ES-CM,2021-09-19,59
ES-CN,2021-09-19,69
ES-CT,2021-09-19,253
ES-EX,2021-09-19,20
ES-GA,2021-09-19,63
ES-IB,2021-09-19,56
ES-MC,2021-09-19,61
ES-MD,2021-09-19,256
ES-ML,2021-09-19,11
ES-NC,2021-09-19,13
ES-PV,2021-09-19,106
ES-RI,2021-09-19,8
ES-VC,2021-09-19,135
ES-AN,2021-09-20,362
ES-AR,2021-09-20,105
ES-AS,2021-09-20,15
ES-CB,2021-09-20,42
ES-CE,2021-09-20,8
ES-CL,2021-09-20,87
ES-CM,2021-09-20,115
ES-CN,2021-09-20,99
ES-CT,2021-09-20,452
ES-EX,2021-09-20,38
ES-GA,2021-09-20,66
ES-IB,2021-09-20,91
ES-MC,2021-09-20,107
ES-MD,2021-09-20,401
ES-ML,2021-09-20,12
ES-NC,2021-09-20,27
ES-PV,2021-09-20,113
ES-RI,2021-09-20,6
ES-VC,2021-09-20,224
ES-AN,2021-09-21,406
ES-AR,2021-09-21,93
ES-AS,2021-09-21,13
ES-CB,2021-09-21,36
ES-CE,2021-09-21,6
ES-CL,2021-09-21,84
ES-CM,2021-09-21,100
ES-CN,2021-09-21,93
ES-CT,2021-09-21,558
ES-EX,2021-09-21,46
ES-GA,2021-09-21,60
ES-IB,2021-09-21,74
ES-MC,2021-09-21,86
ES-MD,2021-09-21,367
ES-ML,2021-09-21,12
ES-NC,2021-09-21,27
ES-PV,2021-09-21,139
ES-RI,2021-09-21,19
ES-VC,2021-09-21,168
ES-AN,2021-09-22,386
ES-AR,2021-09-22,84
ES-AS,2021-09-22,21
ES-CB,2021-09-22,33
ES-CE,2021-09-22,3
ES-CL,2021-09-22,50
ES-CM,2021-09-22,119
ES-CN,2021-09-22,74
ES-CT,2021-09-22,535
ES-EX,2021-09-22,55
ES-GA,2021-09-22,41
ES-IB,2021-09-22,79
ES-MC,2021-09-22,96
ES-MD,2021-09-22,335
ES-ML,2021-09-22,5
ES-NC,2021-09-22,19
ES-PV,2021-09-22,100
ES-RI,2021-09-22,17
ES-VC,2021-09-22,198
ES-AN,2021-09-23,286
ES-AR,2021-09-23,83
ES-AS,2021-09-23,14
ES-CB,2021-09-23,53
ES-CE,2021-09-23,7
ES-CL,2021-09-23,50
ES-CM,2021-09-23,87
ES-CN,2021-09-23,80
ES-CT,2021-09-23,523
ES-EX,2021-09-23,37
ES-GA,2021-09-23,43
ES-IB,2021-09-23,46
ES-MC,2021-09-23,96
ES-MD,2021-09-23,311
ES-ML,2021-09-23,2
ES-NC,2021-09-23,19
ES-PV,2021-09-23,76
ES-RI,2021-09-23,10
ES-VC,2021-09-23,152
ES-AN,2021-09-24,329
ES-AR,2021-09-24,90
ES-AS,2021-09-24,12
ES-CB,2021-09-24,32
ES-CE,2021-09-24,3
ES-CL,2021-09-24,69
ES-CM,2021-09-24,102
ES-CN,2021-09-24,86
ES-CT,2021-09-24,542
ES-EX,2021-09-24,53
ES-GA,2021-09-24,36
ES-IB,2021-09-24,52
ES-MC,2021-09-24,52
ES-MD,2021-09-24,342
ES-ML,2021-09-24,6
ES-NC,2021-09-24,26
ES-PV,2021-09-24,96
ES-RI,2021-09-24,7
ES-VC,2021-09-24,179
ES-AN,2021-09-25,202
ES-AR,2021-09-25,51
ES-AS,2021-09-25,10
ES-CB,2021-09-25,34
ES-CE,2021-09-25,5
ES-CL,2021-09-25,59
ES-CM,2021-09-25,73
ES-CN,2021-09-25,69
ES-CT,2021-09-25,284
ES-EX,2021-09-25,17
ES-GA,2021-09-25,30
ES-IB,2021-09-25,61
ES-MC,2021-09-25,53
ES-MD,2021-09-25,241
ES-ML,2021-09-25,10
ES-NC,2021-09-25,22
ES-PV,2021-09-25,80
ES-RI,2021-09-25,10
ES-VC,2021-09-25,145
ES-AN,2021-09-26,137
ES-AR,2021-09-26,56
ES-AS,2021-09-26,17
ES-CB,2021-09-26,36
ES-CE,2021-09-26,6
ES-CL,2021-09-26,37
ES-CM,2021-09-26,42
ES-CN,2021-09-26,60
ES-CT,2021-09-26,311
ES-EX,2021-09-26,21
ES-GA,2021-09-26,27
ES-IB,2021-09-26,53
ES-MC,2021-09-26,49
ES-MD,2021-09-26,224
ES-ML,2021-09-26,4
ES-NC,2021-09-26,21
ES-PV,2021-09-26,81
ES-RI,2021-09-26,6
ES-VC,2021-09-26,125
ES-AN,2021-09-27,251
ES-AR,2021-09-27,94
ES-AS,2021-09-27,5
ES-CB,2021-09-27,47
ES-CE,2021-09-27,4
ES-CL,2021-09-27,67
ES-CM,2021-09-27,76
ES-CN,2021-09-27,105
ES-CT,2021-09-27,700
ES-EX,2021-09-27,45
ES-GA,2021-09-27,38
ES-IB,2021-09-27,59
ES-MC,2021-09-27,71
ES-MD,2021-09-27,326
ES-ML,2021-09-27,7
ES-NC,2021-09-27,22
ES-PV,2021-09-27,103
ES-RI,2021-09-27,9
ES-VC,2021-09-27,182
ES-AN,2021-09-28,263
ES-AR,2021-09-28,82
ES-AS,2021-09-28,12
ES-CB,2021-09-28,34
ES-CE,2021-09-28,2
ES-CL,2021-09-28,88
ES-CM,2021-09-28,105
ES-CN,2021-09-28,69
ES-CT,2021-09-28,406
ES-EX,2021-09-28,48
ES-GA,2021-09-28,29
ES-IB,2021-09-28,41
ES-MC,2021-09-28,38
ES-MD,2021-09-28,283
ES-ML,2021-09-28,16
ES-NC,2021-09-28,23
ES-PV,2021-09-28,80
ES-RI,2021-09-28,7
ES-VC,2021-09-28,156
ES-AN,2021-09-29,238
ES-AR,2021-09-29,82
ES-AS,2021-09-29,3
ES-CB,2021-09-29,34
ES-CE,2021-09-29,3
ES-CL,2021-09-29,71
ES-CM,2021-09-29,60
ES-CN,2021-09-29,74
ES-CT,2021-09-29,537
ES-EX,2021-09-29,38
ES-GA,2021-09-29,32
ES-IB,2021-09-29,45
ES-MC,2021-09-29,58
ES-MD,2021-09-29,227
ES-ML,2021-09-29,3
ES-NC,2021-09-29,19
ES-PV,2021-09-29,77
ES-RI,2021-09-29,13
ES-VC,2021-09-29,167
ES-AN,2021-09-30,221
ES-AR,2021-09-30,58
ES-AS,2021-09-30,7
ES-CB,2021-09-30,43
ES-CE,2021-09-30,6
ES-CL,2021-09-30,56
ES-CM,2021-09-30,57
ES-CN,2021-09-30,64
ES-CT,2021-09-30,324
ES-EX,2021-09-30,44
ES-GA,2021-09-30,26
ES-IB,2021-09-30,23
ES-MC,2021-09-30,52
ES-MD,2021-09-30,202
ES-ML,2021-09-30,6
ES-NC,2021-09-30,23
ES-PV,2021-09-30,64
ES-RI,2021-09-30,8
ES-VC,2021-09-30,149
ES-AN,2021-10-01,192
ES-AR,2021-10-01,76
ES-AS,2021-10-01,5
ES-CB,2021-10-01,39
ES-CE,2021-10-01,5
ES-CL,2021-10-01,56
ES-CM,2021-10-01,92
ES-CN,2021-10-01,67
ES-CT,2021-10-01,450
ES-EX,2021-10-01,52
ES-GA,2021-10-01,38
ES-IB,2021-10-01,70
ES-MC,2021-10-01,56
ES-MD,2021-10-01,289
ES-ML,2021-10-01,4
ES-NC,2021-10-01,17
ES-PV,2021-10-01,91
ES-RI,2021-10-01,10
ES-VC,2021-10-01,138
ES-AN,2021-10-02,149
ES-AR,2021-10-02,43
ES-AS,2021-10-02,4
ES-CB,2021-10-02,31
ES-CE,2021-10-02,3
ES-CL,2021-10-02,33
ES-CM,2021-10-02,52
ES-CN,2021-10-02,63
ES-CT,2021-10-02,244
ES-EX,2021-10-02,21
ES-GA,2021-10-02,27
ES-IB,2021-10-02,59
ES-MC,2021-10-02,48
ES-MD,2021-10-02,204
ES-ML,2021-10-02,4
ES-NC,2021-10-02,31
ES-PV,2021-10-02,92
ES-RI,2021-10-02,2
ES-VC,2021-10-02,104
ES-AN,2021-10-03,125
ES-AR,2021-10-03,41
ES-AS,2021-10-03,12
ES-CB,2021-10-03,18
ES-CE,2021-10-03,1
ES-CL,2021-10-03,44
ES-CM,2021-10-03,48
ES-CN,2021-10-03,54
ES-CT,2021-10-03,236
ES-EX,2021-10-03,13
ES-GA,2021-10-03,27
ES-IB,2021-10-03,42
ES-MC,2021-10-03,39
ES-MD,2021-10-03,215
ES-ML,2021-10-03,1
ES-NC,2021-10-03,21
ES-PV,2021-10-03,88
ES-RI,2021-10-03,7
ES-VC,2021-10-03,103
ES-AN,2021-10-04,213
ES-AR,2021-10-04,69
ES-AS,2021-10-04,15
ES-CB,2021-10-04,24
ES-CE,2021-10-04,2
ES-CL,2021-10-04,60
ES-CM,2021-10-04,88
ES-CN,2021-10-04,73
ES-CT,2021-10-04,589
ES-EX,2021-10-04,34
ES-GA,2021-10-04,23
ES-IB,2021-10-04,72
ES-MC,2021-10-04,46
ES-MD,2021-10-04,283
ES-ML,2021-10-04,5
ES-NC,2021-10-04,20
ES-PV,2021-10-04,91
ES-RI,2021-10-04,5
ES-VC,2021-10-04,141
ES-AN,2021-10-05,191
ES-AR,2021-10-05,61
ES-AS,2021-10-05,27
ES-CB,2021-10-05,20
ES-CE,2021-10-05,2
ES-CL,2021-10-05,71
ES-CM,2021-10-05,82
ES-CN,2021-10-05,65
ES-CT,2021-10-05,409
ES-EX,2021-10-05,40
ES-GA,2021-10-05,26
ES-IB,2021-10-05,69
ES-MC,2021-10-05,57
ES-MD,2021-10-05,242
ES-ML,2021-10-05,0
ES-NC,2021-10-05,30
ES-PV,2021-10-05,102
ES-RI,2021-10-05,5
ES-VC,2021-10-05,137
ES-AN,2021-10-06,253
ES-AR,2021-10-06,41
ES-AS,2021-10-06,16
ES-CB,2021-10-06,32
ES-CE,2021-10-06,1
ES-CL,2021-10-06,71
ES-CM,2021-10-06,76
ES-CN,2021-10-06,65
ES-CT,2021-10-06,440
ES-EX,2021-10-06,26
ES-GA,2021-10-06,36
ES-IB,2021-10-06,63
ES-MC,2021-10-06,47
ES-MD,2021-10-06,208
ES-ML,2021-10-06,4
ES-NC,2021-10-06,22
ES-PV,2021-10-06,79
ES-RI,2021-10-06,7
ES-VC,2021-10-06,124
ES-AN,2021-10-07,226
ES-AR,2021-10-07,64
ES-AS,2021-10-07,13
ES-CB,2021-10-07,26
ES-CE,2021-10-07,1
ES-CL,2021-10-07,72
ES-CM,2021-10-07,65
ES-CN,2021-10-07,53
ES-CT,2021-10-07,395
ES-EX,2021-10-07,36
ES-GA,2021-10-07,27
ES-IB,2021-10-07,45
ES-MC,2021-10-07,64
ES-MD,2021-10-07,220
ES-ML,2021-10-07,3
ES-NC,2021-10-07,13
ES-PV,2021-10-07,48
ES-RI,2021-10-07,5
ES-VC,2021-10-07,129
ES-AN,2021-10-08,224
ES-AR,2021-10-08,45
ES-AS,2021-10-08,21
ES-CB,2021-10-08,19
ES-CE,2021-10-08,2
ES-CL,2021-10-08,69
ES-CM,2021-10-08,66
ES-CN,2021-10-08,61
ES-CT,2021-10-08,412
ES-EX,2021-10-08,36
ES-GA,2021-10-08,32
ES-IB,2021-10-08,54
ES-MC,2021-10-08,63
ES-MD,2021-10-08,296
ES-ML,2021-10-08,4
ES-NC,2021-10-08,27
ES-PV,2021-10-08,122
ES-RI,2021-10-08,10
ES-VC,2021-10-08,156
ES-AN,2021-10-09,178
ES-AR,2021-10-09,35
ES-AS,2021-10-09,15
ES-CB,2021-10-09,30
ES-CE,2021-10-09,2
ES-CL,2021-10-09,46
ES-CM,2021-10-09,54
ES-CN,2021-10-09,57
ES-CT,2021-10-09,201
ES-EX,2021-10-09,23
ES-GA,2021-10-09,16
ES-IB,2021-10-09,44
ES-MC,2021-10-09,50
ES-MD,2021-10-09,214
ES-ML,2021-10-09,3
ES-NC,2021-10-09,17
ES-PV,2021-10-09,82
ES-RI,2021-10-09,7
ES-VC,2021-10-09,134
ES-AN,2021-10-10,198
ES-AR,2021-10-10,41
ES-AS,2021-10-10,11
ES-CB,2021-10-10,13
ES-CE,2021-10-10,1
ES-CL,2021-10-10,45
ES-CM,2021-10-10,52
ES-CN,2021-10-10,73
ES-CT,2021-10-10,212
ES-EX,2021-10-10,26
ES-GA,2021-10-10,20
ES-IB,2021-10-10,48
ES-MC,2021-10-10,41
ES-MD,2021-10-10,226
ES-ML,2021-10-10,2
ES-NC,2021-10-10,18
ES-PV,2021-10-10,98
ES-RI,2021-10-10,6
ES-VC,2021-10-10,145
ES-AN,2021-10-11,315
ES-AR,2021-10-11,76
ES-AS,2021-10-11,21
ES-CB,2021-10-11,29
ES-CE,2021-10-11,2
ES-CL,2021-10-11,104
ES-CM,2021-10-11,81
ES-CN,2021-10-11,76
ES-CT,2021-10-11,534
ES-EX,2021-10-11,40
ES-GA,2021-10-11,32
ES-IB,2021-10-11,86
ES-MC,2021-10-11,78
ES-MD,2021-10-11,365
ES-ML,2021-10-11,5
ES-NC,2021-10-11,37
ES-PV,2021-10-11,148
ES-RI,2021-10-11,7
ES-VC,2021-10-11,254
ES-AN,2021-10-12,150
ES-AR,2021-10-12,32
ES-AS,2021-10-12,3
ES-CB,2021-10-12,16
ES-CE,2021-10-12,0
ES-CL,2021-10-12,41
ES-CM,2021-10-12,50
ES-CN,2021-10-12,31
ES-CT,2021-10-12,189
ES-EX,2021-10-12,15
ES-GA,2021-10-12,14
ES-IB,2021-10-12,30
ES-MC,2021-10-12,35
ES-MD,2021-10-12,129
ES-ML,2021-10-12,0
ES-NC,2021-10-12,15
ES-PV,2021-10-12,8
ES-RI,2021-10-12,4
ES-VC,2021-10-12,89
ES-AN,2021-10-13,174
ES-AR,2021-10-13,55
ES-AS,2021-10-13,17
ES-CB,2021-10-13,17
ES-CE,2021-10-13,1
ES-CL,2021-10-13,86
ES-CM,2021-10-13,43
ES-CN,2021-10-13,39
ES-CT,2021-10-13,460
ES-EX,2021-10-13,34
ES-GA,2021-10-13,17
ES-IB,2021-10-13,38
ES-MC,2021-10-13,47
ES-MD,2021-10-13,240
ES-ML,2021-10-13,1
ES-NC,2021-10-13,28
ES-PV,2021-10-13,121
ES-RI,2021-10-13,3
ES-VC,2021-10-13,181
ES-AN,2021-10-14,176
ES-AR,2021-10-14,25
ES-AS,2021-10-14,12
ES-CB,2021-10-14,10
ES-CE,2021-10-14,1
ES-CL,2021-10-14,54
ES-CM,2021-10-14,57
ES-CN,2021-10-14,44
ES-CT,2021-10-14,290
ES-EX,2021-10-14,21
ES-GA,2021-10-14,21
ES-IB,2021-10-14,47
ES-MC,2021-10-14,63
ES-MD,2021-10-14,129
ES-ML,2021-10-14,0
ES-NC,2021-10-14,20
ES-PV,2021-10-14,120
ES-RI,2021-10-14,6
ES-VC,2021-10-14,137
ES-AN,2021-10-15,136
ES-AR,2021-10-15,44
ES-AS,2021-10-15,14
ES-CB,2021-10-15,16
ES-CE,2021-10-15,0
ES-CL,2021-10-15,52
ES-CM,2021-10-15,43
ES-CN,2021-10-15,45
ES-CT,2021-10-15,286
ES-EX,2021-10-15,26
ES-GA,2021-10-15,16
ES-IB,2021-10-15,21
ES-MC,2021-10-15,41
ES-MD,2021-10-15,113
ES-ML,2021-10-15,0
ES-NC,2021-10-15,18
ES-PV,2021-10-15,87
ES-RI,2021-10-15,7
ES-VC,2021-10-15,90
ES-AN,2021-10-16,181
ES-AR,2021-10-16,83
ES-AS,2021-10-16,10
ES-CB,2021-10-16,14
ES-CE,2021-10-16,0
ES-CL,2021-10-16,90
ES-CM,2021-10-16,52
ES-CN,2021-10-16,56
ES-CT,2021-10-16,305
ES-EX,2021-10-16,17
ES-GA,2021-10-16,20
ES-IB,2021-10-16,64
ES-MC,2021-10-16,90
ES-MD,2021-10-16,289
ES-ML,2021-10-16,4
ES-NC,2021-10-16,35
ES-PV,2021-10-16,107
ES-RI,2021-10-16,5
ES-VC,2021-10-16,192
ES-AN,2021-10-17,171
ES-AR,2021-10-17,70
ES-AS,2021-10-17,15
ES-CB,2021-10-17,20
ES-CE,2021-10-17,0
ES-CL,2021-10-17,93
ES-CM,2021-10-17,69
ES-CN,2021-10-17,82
ES-CT,2021-10-17,252
ES-EX,2021-10-17,21
ES-GA,2021-10-17,15
ES-IB,2021-10-17,69
ES-MC,2021-10-17,55
ES-MD,2021-10-17,337
ES-ML,2021-10-17,1
ES-NC,2021-10-17,52
ES-PV,2021-10-17,139
ES-RI,2021-10-17,6
ES-VC,2021-10-17,213
ES-AN,2021-10-18,249
ES-AR,2021-10-18,65
ES-AS,2021-10-18,21
ES-CB,2021-10-18,18
ES-CE,2021-10-18,2
ES-CL,2021-10-18,106
ES-CM,2021-10-18,65
ES-CN,2021-10-18,95
ES-CT,2021-10-18,549
ES-EX,2021-10-18,36
ES-GA,2021-10-18,30
ES-IB,2021-10-18,86
ES-MC,2021-10-18,74
ES-MD,2021-10-18,333
ES-ML,2021-10-18,0
ES-NC,2021-10-18,43
ES-PV,2021-10-18,157
ES-RI,2021-10-18,5
ES-VC,2021-10-18,234
ES-AN,2021-10-19,238
ES-AR,2021-10-19,86
ES-AS,2021-10-19,37
ES-CB,2021-10-19,34
ES-CE,2021-10-19,0
ES-CL,2021-10-19,146
ES-CM,2021-10-19,83
ES-CN,2021-10-19,77
ES-CT,2021-10-19,285
ES-EX,2021-10-19,36
ES-GA,2021-10-19,24
ES-IB,2021-10-19,68
ES-MC,2021-10-19,73
ES-MD,2021-10-19,330
ES-ML,2021-10-19,1
ES-NC,2021-10-19,28
ES-PV,2021-10-19,151
ES-RI,2021-10-19,9
ES-VC,2021-10-19,225
ES-AN,2021-10-20,227
ES-AR,2021-10-20,73
ES-AS,2021-10-20,24
ES-CB,2021-10-20,16
ES-CE,2021-10-20,0
ES-CL,2021-10-20,98
ES-CM,2021-10-20,62
ES-CN,2021-10-20,75
ES-CT,2021-10-20,306
ES-EX,2021-10-20,26
ES-GA,2021-10-20,32
ES-IB,2021-10-20,69
ES-MC,2021-10-20,75
ES-MD,2021-10-20,387
ES-ML,2021-10-20,2
ES-NC,2021-10-20,47
ES-PV,2021-10-20,129
ES-RI,2021-10-20,5
ES-VC,2021-10-20,278
ES-AN,2021-10-21,212
ES-AR,2021-10-21,49
ES-AS,2021-10-21,23
ES-CB,2021-10-21,13
ES-CE,2021-10-21,3
ES-CL,2021-10-21,83
ES-CM,2021-10-21,73
ES-CN,2021-10-21,72
ES-CT,2021-10-21,175
ES-EX,2021-10-21,14
ES-GA,2021-10-21,26
ES-IB,2021-10-21,55
ES-MC,2021-10-21,41
ES-MD,2021-10-21,145
ES-ML,2021-10-21,0
ES-NC,2021-10-21,28
ES-PV,2021-10-21,107
ES-RI,2021-10-21,6
ES-VC,2021-10-21,149
ES-AN,2021-10-22,157
ES-AR,2021-10-22,25
ES-AS,2021-10-22,23
ES-CB,2021-10-22,9
ES-CE,2021-10-22,0
ES-CL,2021-10-22,52
ES-CM,2021-10-22,41
ES-CN,2021-10-22,107
ES-CT,2021-10-22,284
ES-EX,2021-10-22,14
ES-GA,2021-10-22,27
ES-IB,2021-10-22,41
ES-MC,2021-10-22,30
ES-MD,2021-10-22,126
ES-ML,2021-10-22,1
ES-NC,2021-10-22,29
ES-PV,2021-10-22,115
ES-RI,2021-10-22,6
ES-VC,2021-10-22,160
ES-AN,2021-10-23,207
ES-AR,2021-10-23,49
ES-AS,2021-10-23,27
ES-CB,2021-10-23,21
ES-CE,2021-10-23,1
ES-CL,2021-10-23,99
ES-CM,2021-10-23,83
ES-CN,2021-10-23,81
ES-CT,2021-10-23,363
ES-EX,2021-10-23,25
ES-GA,2021-10-23,43
ES-IB,2021-10-23,110
ES-MC,2021-10-23,59
ES-MD,2021-10-23,277
ES-ML,2021-10-23,2
ES-NC,2021-10-23,37
ES-PV,2021-10-23,122
ES-RI,2021-10-23,7
ES-VC,2021-10-23,229
ES-AN,2021-10-24,230
ES-AR,2021-10-24,57
ES-AS,2021-10-24,46
ES-CB,2021-10-24,20
ES-CE,2021-10-24,1
ES-CL,2021-10-24,86
ES-CM,2021-10-24,69
ES-CN,2021-10-24,83
ES-CT,2021-10-24,288
ES-EX,2021-10-24,9
ES-GA,2021-10-24,29
ES-IB,2021-10-24,98
ES-MC,2021-10-24,54
ES-MD,2021-10-24,316
ES-ML,2021-10-24,2
ES-NC,2021-10-24,38
ES-PV,2021-10-24,128
ES-RI,2021-10-24,8
ES-VC,2021-10-24,213
ES-AN,2021-10-25,251
ES-AR,2021-10-25,78
ES-AS,2021-10-25,31
ES-CB,2021-10-25,18
ES-CE,2021-10-25,0
ES-CL,2021-10-25,113
ES-CM,2021-10-25,65
ES-CN,2021-10-25,110
ES-CT,2021-10-25,599
ES-EX,2021-10-25,14
ES-GA,2021-10-25,56
ES-IB,2021-10-25,98
ES-MC,2021-10-25,76
ES-MD,2021-10-25,334
ES-ML,2021-10-25,2
ES-NC,2021-10-25,33
ES-PV,2021-10-25,142
ES-RI,2021-10-25,8
ES-VC,2021-10-25,259
ES-AN,2021-10-26,257
ES-AR,2021-10-26,57
ES-AS,2021-10-26,37
ES-CB,2021-10-26,17
ES-CE,2021-10-26,0
ES-CL,2021-10-26,114
ES-CM,2021-10-26,90
ES-CN,2021-10-26,88
ES-CT,2021-10-26,359
ES-EX,2021-10-26,18
ES-GA,2021-10-26,50
ES-IB,2021-10-26,76
ES-MC,2021-10-26,72
ES-MD,2021-10-26,348
ES-ML,2021-10-26,4
ES-NC,2021-10-26,49
ES-PV,2021-10-26,152
ES-RI,2021-10-26,16
ES-VC,2021-10-26,292
ES-AN,2021-10-27,270
ES-AR,2021-10-27,98
ES-AS,2021-10-27,26
ES-CB,2021-10-27,14
ES-CE,2021-10-27,0
ES-CL,2021-10-27,101
ES-CM,2021-10-27,93
ES-CN,2021-10-27,96
ES-CT,2021-10-27,372
ES-EX,2021-10-27,17
ES-GA,2021-10-27,36
ES-IB,2021-10-27,112
ES-MC,2021-10-27,43
ES-MD,2021-10-27,423
ES-ML,2021-10-27,4
ES-NC,2021-10-27,49
ES-PV,2021-10-27,147
ES-RI,2021-10-27,7
ES-VC,2021-10-27,303
ES-AN,2021-10-28,202
ES-AR,2021-10-28,59
ES-AS,2021-10-28,36
ES-CB,2021-10-28,12
ES-CE,2021-10-28,0
ES-CL,2021-10-28,78
ES-CM,2021-10-28,53
ES-CN,2021-10-28,74
ES-CT,2021-10-28,258
ES-EX,2021-10-28,7
ES-GA,2021-10-28,34
ES-IB,2021-10-28,69
ES-MC,2021-10-28,50
ES-MD,2021-10-28,140
ES-ML,2021-10-28,0
ES-NC,2021-10-28,44
ES-PV,2021-10-28,122
ES-RI,2021-10-28,11
ES-VC,2021-10-28,216
ES-AN,2021-10-29,205
ES-AR,2021-10-29,75
ES-AS,2021-10-29,21
ES-CB,2021-10-29,9
