ccaa_iso,fecha,num_casos
ES-CT,2020-07-19,624
ES-EX,2020-07-19,6
ES-GA,2020-07-19,15
ES-IB,2020-07-19,5
ES-MC,2020-07-19,26
ES-MD,2020-07-19,104
ES-ML,2020-07-19,0
ES-NC,2020-07-19,52
ES-PV,2020-07-19,110
ES-RI,2020-07-19,0
ES-VC,2020-07-19,83
ES-AN,2020-07-20,122
ES-AR,2020-07-20,424
ES-AS,2020-07-20,1
ES-CB,2020-07-20,10
ES-CE,2020-07-20,1
ES-CL,2020-07-20,35
ES-CM,2020-07-20,47
ES-CN,2020-07-20,3
ES-CT,2020-07-20,1085
ES-EX,2020-07-20,9
ES-GA,2020-07-20,14
ES-IB,2020-07-20,16
ES-MC,2020-07-20,38
ES-MD,2020-07-20,167
ES-ML,2020-07-20,0
ES-NC,2020-07-20,102
ES-PV,2020-07-20,126
ES-RI,2020-07-20,5
ES-VC,2020-07-20,121
ES-AN,2020-07-21,74
ES-AR,2020-07-21,451
ES-AS,2020-07-21,2
ES-CB,2020-07-21,5
ES-CE,2020-07-21,0
ES-CL,2020-07-21,20
ES-CM,2020-07-21,32
ES-CN,2020-07-21,11
ES-CT,2020-07-21,1033
ES-EX,2020-07-21,17
ES-GA,2020-07-21,26
ES-IB,2020-07-21,13
ES-MC,2020-07-21,49
ES-MD,2020-07-21,224
ES-ML,2020-07-21,0
ES-NC,2020-07-21,118
ES-PV,2020-07-21,132
ES-RI,2020-07-21,17
ES-VC,2020-07-21,135
ES-AN,2020-07-22,78
ES-AR,2020-07-22,453
ES-AS,2020-07-22,2
ES-CB,2020-07-22,8
ES-CE,2020-07-22,1
ES-CL,2020-07-22,24
ES-CM,2020-07-22,51
ES-CN,2020-07-22,8
ES-CT,2020-07-22,1080
ES-EX,2020-07-22,6
ES-GA,2020-07-22,17
ES-IB,2020-07-22,16
ES-MC,2020-07-22,62
ES-MD,2020-07-22,213
ES-ML,2020-07-22,0
ES-NC,2020-07-22,66
ES-PV,2020-07-22,174
ES-RI,2020-07-22,9
ES-VC,2020-07-22,143
ES-AN,2020-07-23,126
ES-AR,2020-07-23,384
ES-AS,2020-07-23,4
ES-CB,2020-07-23,8
ES-CE,2020-07-23,0
ES-CL,2020-07-23,45
ES-CM,2020-07-23,33
ES-CN,2020-07-23,11
ES-CT,2020-07-23,1031
ES-EX,2020-07-23,4
ES-GA,2020-07-23,18
ES-IB,2020-07-23,19
ES-MC,2020-07-23,48
ES-MD,2020-07-23,204
ES-ML,2020-07-23,0
ES-NC,2020-07-23,66
ES-PV,2020-07-23,128
ES-RI,2020-07-23,5
ES-VC,2020-07-23,126
ES-AN,2020-07-24,128
ES-AR,2020-07-24,437
ES-AS,2020-07-24,3
ES-CB,2020-07-24,6
ES-CE,2020-07-24,0
ES-CL,2020-07-24,36
ES-CM,2020-07-24,55
ES-CN,2020-07-24,4
ES-CT,2020-07-24,1062
ES-EX,2020-07-24,11
ES-GA,2020-07-24,19
ES-IB,2020-07-24,25
ES-MC,2020-07-24,72
ES-MD,2020-07-24,339
ES-ML,2020-07-24,0
ES-NC,2020-07-24,56
ES-PV,2020-07-24,124
ES-RI,2020-07-24,11
ES-VC,2020-07-24,152
ES-AN,2020-07-25,110
ES-AR,2020-07-25,372
ES-AS,2020-07-25,8
ES-CB,2020-07-25,9
ES-CE,2020-07-25,0
ES-CL,2020-07-25,28
ES-CM,2020-07-25,31
ES-CN,2020-07-25,11
ES-CT,2020-07-25,673
ES-EX,2020-07-25,4
ES-GA,2020-07-25,19
ES-IB,2020-07-25,25
ES-MC,2020-07-25,81
ES-MD,2020-07-25,264
ES-ML,2020-07-25,0
ES-NC,2020-07-25,82
ES-PV,2020-07-25,192
ES-RI,2020-07-25,2
ES-VC,2020-07-25,174
ES-AN,2020-07-26,106
ES-AR,2020-07-26,380
ES-AS,2020-07-26,7
ES-CB,2020-07-26,4
ES-CE,2020-07-26,1
ES-CL,2020-07-26,31
ES-CM,2020-07-26,37
ES-CN,2020-07-26,7
ES-CT,2020-07-26,597
ES-EX,2020-07-26,7
ES-GA,2020-07-26,9
ES-IB,2020-07-26,47
ES-MC,2020-07-26,49
ES-MD,2020-07-26,232
ES-ML,2020-07-26,4
ES-NC,2020-07-26,79
ES-PV,2020-07-26,176
ES-RI,2020-07-26,1
ES-VC,2020-07-26,130
ES-AN,2020-07-27,143
ES-AR,2020-07-27,568
ES-AS,2020-07-27,6
ES-CB,2020-07-27,6
ES-CE,2020-07-27,0
ES-CL,2020-07-27,70
ES-CM,2020-07-27,64
ES-CN,2020-07-27,8
ES-CT,2020-07-27,1045
ES-EX,2020-07-27,9
ES-GA,2020-07-27,22
ES-IB,2020-07-27,40
ES-MC,2020-07-27,60
ES-MD,2020-07-27,470
ES-ML,2020-07-27,1
ES-NC,2020-07-27,52
ES-PV,2020-07-27,233
ES-RI,2020-07-27,9
ES-VC,2020-07-27,209
ES-AN,2020-07-28,147
ES-AR,2020-07-28,510
ES-AS,2020-07-28,13
ES-CB,2020-07-28,6
ES-CE,2020-07-28,0
ES-CL,2020-07-28,87
ES-CM,2020-07-28,68
ES-CN,2020-07-28,9
ES-CT,2020-07-28,1071
ES-EX,2020-07-28,22
ES-GA,2020-07-28,34
ES-IB,2020-07-28,52
ES-MC,2020-07-28,74
ES-MD,2020-07-28,571
ES-ML,2020-07-28,1
ES-NC,2020-07-28,40
ES-PV,2020-07-28,242
ES-RI,2020-07-28,9
ES-VC,2020-07-28,189
ES-AN,2020-07-29,153
ES-AR,2020-07-29,529
ES-AS,2020-07-29,15
ES-CB,2020-07-29,11
ES-CE,2020-07-29,0
ES-CL,2020-07-29,76
ES-CM,2020-07-29,84
ES-CN,2020-07-29,6
ES-CT,2020-07-29,1118
ES-EX,2020-07-29,17
ES-GA,2020-07-29,28
ES-IB,2020-07-29,55
ES-MC,2020-07-29,89
ES-MD,2020-07-29,493
ES-ML,2020-07-29,1
ES-NC,2020-07-29,61
ES-PV,2020-07-29,226
ES-RI,2020-07-29,4
ES-VC,2020-07-29,277
ES-AN,2020-07-30,210
ES-AR,2020-07-30,509
ES-AS,2020-07-30,12
ES-CB,2020-07-30,25
ES-CE,2020-07-30,0
ES-CL,2020-07-30,74
ES-CM,2020-07-30,60
ES-CN,2020-07-30,12
ES-CT,2020-07-30,1046
ES-EX,2020-07-30,20
ES-GA,2020-07-30,29
ES-IB,2020-07-30,78
ES-MC,2020-07-30,63
ES-MD,2020-07-30,529
ES-ML,2020-07-30,4
ES-NC,2020-07-30,51
ES-PV,2020-07-30,164
ES-RI,2020-07-30,1
ES-VC,2020-07-30,245
ES-AN,2020-07-31,261
ES-AR,2020-07-31,477
ES-AS,2020-07-31,12
ES-CB,2020-07-31,13
ES-CE,2020-07-31,0
ES-CL,2020-07-31,149
ES-CM,2020-07-31,85
ES-CN,2020-07-31,16
ES-CT,2020-07-31,1190
ES-EX,2020-07-31,37
ES-GA,2020-07-31,36
ES-IB,2020-07-31,80
ES-MC,2020-07-31,55
ES-MD,2020-07-31,720
ES-ML,2020-07-31,0
ES-NC,2020-07-31,72
ES-PV,2020-07-31,192
ES-RI,2020-07-31,8
ES-VC,2020-07-31,247
ES-AN,2020-08-01,247
ES-AR,2020-08-01,823
ES-AS,2020-08-01,17
ES-CB,2020-08-01,38
ES-CE,2020-08-01,0
ES-CL,2020-08-01,90
ES-CM,2020-08-01,69
ES-CN,2020-08-01,30
ES-CT,2020-08-01,750
ES-EX,2020-08-01,18
ES-GA,2020-08-01,40
ES-IB,2020-08-01,115
ES-MC,2020-08-01,81
ES-MD,2020-08-01,665
ES-ML,2020-08-01,8
ES-NC,2020-08-01,89
ES-PV,2020-08-01,246
ES-RI,2020-08-01,5
ES-VC,2020-08-01,284
ES-AN,2020-08-02,214
ES-AR,2020-08-02,459
ES-AS,2020-08-02,11
ES-CB,2020-08-02,22
ES-CE,2020-08-02,2
ES-CL,2020-08-02,93
ES-CM,2020-08-02,80
ES-CN,2020-08-02,28
ES-CT,2020-08-02,488
ES-EX,2020-08-02,21
ES-GA,2020-08-02,42
ES-IB,2020-08-02,99
ES-MC,2020-08-02,61
ES-MD,2020-08-02,571
ES-ML,2020-08-02,4
ES-NC,2020-08-02,83
ES-PV,2020-08-02,304
ES-RI,2020-08-02,6
ES-VC,2020-08-02,207
ES-AN,2020-08-03,293
ES-AR,2020-08-03,462
ES-AS,2020-08-03,12
ES-CB,2020-08-03,42
ES-CE,2020-08-03,0
ES-CL,2020-08-03,124
ES-CM,2020-08-03,91
ES-CN,2020-08-03,38
ES-CT,2020-08-03,943
ES-EX,2020-08-03,23
ES-GA,2020-08-03,77
ES-IB,2020-08-03,157
ES-MC,2020-08-03,75
ES-MD,2020-08-03,922
ES-ML,2020-08-03,4
ES-NC,2020-08-03,106
ES-PV,2020-08-03,441
ES-RI,2020-08-03,11
ES-VC,2020-08-03,297
ES-AN,2020-08-04,285
ES-AR,2020-08-04,529
ES-AS,2020-08-04,19
ES-CB,2020-08-04,49
ES-CE,2020-08-04,0
ES-CL,2020-08-04,205
ES-CM,2020-08-04,113
ES-CN,2020-08-04,54
ES-CT,2020-08-04,1035
ES-EX,2020-08-04,16
ES-GA,2020-08-04,107
ES-IB,2020-08-04,173
ES-MC,2020-08-04,98
ES-MD,2020-08-04,1100
ES-ML,2020-08-04,5
ES-NC,2020-08-04,84
ES-PV,2020-08-04,409
ES-RI,2020-08-04,9
ES-VC,2020-08-04,365
ES-AN,2020-08-05,367
ES-AR,2020-08-05,434
ES-AS,2020-08-05,38
ES-CB,2020-08-05,28
ES-CE,2020-08-05,0
ES-CL,2020-08-05,231
ES-CM,2020-08-05,111
ES-CN,2020-08-05,70
ES-CT,2020-08-05,1029
ES-EX,2020-08-05,34
ES-GA,2020-08-05,68
ES-IB,2020-08-05,169
ES-MC,2020-08-05,65
ES-MD,2020-08-05,1060
ES-ML,2020-08-05,1
ES-NC,2020-08-05,83
ES-PV,2020-08-05,401
ES-RI,2020-08-05,27
ES-VC,2020-08-05,370
ES-AN,2020-08-06,374
ES-AR,2020-08-06,522
ES-AS,2020-08-06,39
ES-CB,2020-08-06,40
ES-CE,2020-08-06,1
ES-CL,2020-08-06,177
ES-CM,2020-08-06,130
ES-CN,2020-08-06,76
ES-CT,2020-08-06,957
ES-EX,2020-08-06,30
ES-GA,2020-08-06,65
ES-IB,2020-08-06,173
ES-MC,2020-08-06,61
ES-MD,2020-08-06,1053
ES-ML,2020-08-06,3
ES-NC,2020-08-06,86
ES-PV,2020-08-06,386
ES-RI,2020-08-06,16
ES-VC,2020-08-06,324
ES-AN,2020-08-07,455
ES-AR,2020-08-07,542
ES-AS,2020-08-07,28
ES-CB,2020-08-07,50
ES-CE,2020-08-07,1
ES-CL,2020-08-07,257
ES-CM,2020-08-07,125
ES-CN,2020-08-07,71
ES-CT,2020-08-07,1172
ES-EX,2020-08-07,43
ES-GA,2020-08-07,99
ES-IB,2020-08-07,198
ES-MC,2020-08-07,109
ES-MD,2020-08-07,1339
ES-ML,2020-08-07,5
ES-NC,2020-08-07,113
ES-PV,2020-08-07,299
ES-RI,2020-08-07,21
ES-VC,2020-08-07,361
ES-AN,2020-08-08,383
ES-AR,2020-08-08,499
ES-AS,2020-08-08,23
ES-CB,2020-08-08,41
ES-CE,2020-08-08,2
ES-CL,2020-08-08,189
ES-CM,2020-08-08,147
ES-CN,2020-08-08,68
ES-CT,2020-08-08,716
ES-EX,2020-08-08,19
ES-GA,2020-08-08,113
ES-IB,2020-08-08,191
ES-MC,2020-08-08,86
ES-MD,2020-08-08,1045
ES-ML,2020-08-08,3
ES-NC,2020-08-08,92
ES-PV,2020-08-08,312
ES-RI,2020-08-08,12
ES-VC,2020-08-08,327
ES-AN,2020-08-09,325
ES-AR,2020-08-09,302
ES-AS,2020-08-09,35
ES-CB,2020-08-09,25
ES-CE,2020-08-09,1
ES-CL,2020-08-09,271
ES-CM,2020-08-09,127
ES-CN,2020-08-09,90
ES-CT,2020-08-09,547
ES-EX,2020-08-09,11
ES-GA,2020-08-09,111
ES-IB,2020-08-09,177
ES-MC,2020-08-09,95
ES-MD,2020-08-09,978
ES-ML,2020-08-09,5
ES-NC,2020-08-09,119
ES-PV,2020-08-09,538
ES-RI,2020-08-09,20
ES-VC,2020-08-09,265
ES-AN,2020-08-10,464
ES-AR,2020-08-10,569
ES-AS,2020-08-10,26
ES-CB,2020-08-10,42
ES-CE,2020-08-10,2
ES-CL,2020-08-10,236
ES-CM,2020-08-10,193
ES-CN,2020-08-10,140
ES-CT,2020-08-10,1106
ES-EX,2020-08-10,29
ES-GA,2020-08-10,160
ES-IB,2020-08-10,329
ES-MC,2020-08-10,125
ES-MD,2020-08-10,1505
ES-ML,2020-08-10,14
ES-NC,2020-08-10,97
ES-PV,2020-08-10,513
ES-RI,2020-08-10,55
ES-VC,2020-08-10,439
ES-AN,2020-08-11,519
ES-AR,2020-08-11,386
ES-AS,2020-08-11,27
ES-CB,2020-08-11,74
ES-CE,2020-08-11,4
ES-CL,2020-08-11,258
ES-CM,2020-08-11,216
ES-CN,2020-08-11,156
ES-CT,2020-08-11,1019
ES-EX,2020-08-11,34
ES-GA,2020-08-11,140
ES-IB,2020-08-11,268
ES-MC,2020-08-11,125
ES-MD,2020-08-11,1992
ES-ML,2020-08-11,9
ES-NC,2020-08-11,123
ES-PV,2020-08-11,598
ES-RI,2020-08-11,69
ES-VC,2020-08-11,431
ES-AN,2020-08-12,591
ES-AR,2020-08-12,417
ES-AS,2020-08-12,26
ES-CB,2020-08-12,54
ES-CE,2020-08-12,2
ES-CL,2020-08-12,311
ES-CM,2020-08-12,227
ES-CN,2020-08-12,185
ES-CT,2020-08-12,1081
ES-EX,2020-08-12,73
ES-GA,2020-08-12,134
ES-IB,2020-08-12,293
ES-MC,2020-08-12,142
ES-MD,2020-08-12,1731
ES-ML,2020-08-12,9
ES-NC,2020-08-12,93
ES-PV,2020-08-12,599
ES-RI,2020-08-12,54
ES-VC,2020-08-12,462
ES-AN,2020-08-13,637
ES-AR,2020-08-13,379
ES-AS,2020-08-13,16
ES-CB,2020-08-13,47
ES-CE,2020-08-13,4
ES-CL,2020-08-13,323
ES-CM,2020-08-13,274
ES-CN,2020-08-13,149
ES-CT,2020-08-13,1035
ES-EX,2020-08-13,65
ES-GA,2020-08-13,129
ES-IB,2020-08-13,315
ES-MC,2020-08-13,194
ES-MD,2020-08-13,1658
ES-ML,2020-08-13,1
ES-NC,2020-08-13,88
ES-PV,2020-08-13,416
ES-RI,2020-08-13,58
ES-VC,2020-08-13,448
ES-AN,2020-08-14,724
ES-AR,2020-08-14,432
ES-AS,2020-08-14,22
ES-CB,2020-08-14,56
ES-CE,2020-08-14,9
ES-CL,2020-08-14,380
ES-CM,2020-08-14,228
ES-CN,2020-08-14,197
ES-CT,2020-08-14,1155
ES-EX,2020-08-14,47
ES-GA,2020-08-14,133
ES-IB,2020-08-14,330
ES-MC,2020-08-14,179
ES-MD,2020-08-14,2186
ES-ML,2020-08-14,6
ES-NC,2020-08-14,87
ES-PV,2020-08-14,320
ES-RI,2020-08-14,61
ES-VC,2020-08-14,529
ES-AN,2020-08-15,629
ES-AR,2020-08-15,371
ES-AS,2020-08-15,29
ES-CB,2020-08-15,62
ES-CE,2020-08-15,8
ES-CL,2020-08-15,289
ES-CM,2020-08-15,220
ES-CN,2020-08-15,210
ES-CT,2020-08-15,821
ES-EX,2020-08-15,32
ES-GA,2020-08-15,147
ES-IB,2020-08-15,291
ES-MC,2020-08-15,177
ES-MD,2020-08-15,1300
ES-ML,2020-08-15,12
ES-NC,2020-08-15,123
ES-PV,2020-08-15,542
ES-RI,2020-08-15,52
ES-VC,2020-08-15,412
ES-AN,2020-08-16,582
ES-AR,2020-08-16,293
ES-AS,2020-08-16,24
ES-CB,2020-08-16,62
ES-CE,2020-08-16,1
ES-CL,2020-08-16,303
ES-CM,2020-08-16,188
ES-CN,2020-08-16,151
ES-CT,2020-08-16,728
ES-EX,2020-08-16,39
ES-GA,2020-08-16,121
ES-IB,2020-08-16,265
ES-MC,2020-08-16,134
ES-MD,2020-08-16,1073
ES-ML,2020-08-16,4
ES-NC,2020-08-16,79
ES-PV,2020-08-16,578
ES-RI,2020-08-16,54
ES-VC,2020-08-16,370
ES-AN,2020-08-17,744
ES-AR,2020-08-17,355
ES-AS,2020-08-17,22
ES-CB,2020-08-17,64
ES-CE,2020-08-17,15
ES-CL,2020-08-17,349
ES-CM,2020-08-17,280
ES-CN,2020-08-17,239
ES-CT,2020-08-17,1155
ES-EX,2020-08-17,54
ES-GA,2020-08-17,202
ES-IB,2020-08-17,390
ES-MC,2020-08-17,222
ES-MD,2020-08-17,1622
ES-ML,2020-08-17,10
ES-NC,2020-08-17,91
ES-PV,2020-08-17,688
ES-RI,2020-08-17,75
ES-VC,2020-08-17,588
ES-AN,2020-08-18,813
ES-AR,2020-08-18,361
ES-AS,2020-08-18,31
ES-CB,2020-08-18,73
ES-CE,2020-08-18,7
ES-CL,2020-08-18,402
ES-CM,2020-08-18,314
ES-CN,2020-08-18,235
ES-CT,2020-08-18,1235
ES-EX,2020-08-18,78
ES-GA,2020-08-18,276
ES-IB,2020-08-18,342
ES-MC,2020-08-18,192
ES-MD,2020-08-18,2795
ES-ML,2020-08-18,8
ES-NC,2020-08-18,103
ES-PV,2020-08-18,600
ES-RI,2020-08-18,82
ES-VC,2020-08-18,581
ES-AN,2020-08-19,746
ES-AR,2020-08-19,311
ES-AS,2020-08-19,29
ES-CB,2020-08-19,56
ES-CE,2020-08-19,0
ES-CL,2020-08-19,407
ES-CM,2020-08-19,327
ES-CN,2020-08-19,194
ES-CT,2020-08-19,1109
ES-EX,2020-08-19,96
ES-GA,2020-08-19,224
ES-IB,2020-08-19,312
ES-MC,2020-08-19,206
ES-MD,2020-08-19,2834
ES-ML,2020-08-19,7
ES-NC,2020-08-19,112
ES-PV,2020-08-19,690
ES-RI,2020-08-19,88
ES-VC,2020-08-19,594
ES-AN,2020-08-20,845
ES-AR,2020-08-20,304
ES-AS,2020-08-20,33
ES-CB,2020-08-20,71
ES-CE,2020-08-20,4
ES-CL,2020-08-20,510
ES-CM,2020-08-20,366
ES-CN,2020-08-20,230
ES-CT,2020-08-20,1265
ES-EX,2020-08-20,80
ES-GA,2020-08-20,263
ES-IB,2020-08-20,314
ES-MC,2020-08-20,238
ES-MD,2020-08-20,2571
ES-ML,2020-08-20,9
ES-NC,2020-08-20,104
ES-PV,2020-08-20,475
ES-RI,2020-08-20,79
ES-VC,2020-08-20,610
ES-AN,2020-08-21,919
ES-AR,2020-08-21,274
ES-AS,2020-08-21,30
ES-CB,2020-08-21,77
ES-CE,2020-08-21,7
ES-CL,2020-08-21,402
ES-CM,2020-08-21,409
ES-CN,2020-08-21,245
ES-CT,2020-08-21,1263
ES-EX,2020-08-21,83
ES-GA,2020-08-21,199
ES-IB,2020-08-21,272
ES-MC,2020-08-21,287
ES-MD,2020-08-21,3743
ES-ML,2020-08-21,15
ES-NC,2020-08-21,145
ES-PV,2020-08-21,411
ES-RI,2020-08-21,70
ES-VC,2020-08-21,654
ES-AN,2020-08-22,827
ES-AR,2020-08-22,263
ES-AS,2020-08-22,35
ES-CB,2020-08-22,86
ES-CE,2020-08-22,12
ES-CL,2020-08-22,279
ES-CM,2020-08-22,346
ES-CN,2020-08-22,266
ES-CT,2020-08-22,781
ES-EX,2020-08-22,93
ES-GA,2020-08-22,213
ES-IB,2020-08-22,224
ES-MC,2020-08-22,271
ES-MD,2020-08-22,1652
ES-ML,2020-08-22,7
ES-NC,2020-08-22,106
ES-PV,2020-08-22,570
ES-RI,2020-08-22,86
ES-VC,2020-08-22,595
ES-AN,2020-08-23,769
ES-AR,2020-08-23,212
ES-AS,2020-08-23,46
ES-CB,2020-08-23,63
ES-CE,2020-08-23,6
ES-CL,2020-08-23,294
ES-CM,2020-08-23,324
ES-CN,2020-08-23,213
ES-CT,2020-08-23,705
ES-EX,2020-08-23,68
ES-GA,2020-08-23,248
ES-IB,2020-08-23,205
ES-MC,2020-08-23,236
ES-MD,2020-08-23,1217
ES-ML,2020-08-23,16
ES-NC,2020-08-23,117
ES-PV,2020-08-23,736
ES-RI,2020-08-23,95
ES-VC,2020-08-23,463
ES-AN,2020-08-24,880
ES-AR,2020-08-24,264
ES-AS,2020-08-24,51
ES-CB,2020-08-24,77
ES-CE,2020-08-24,10
ES-CL,2020-08-24,469
ES-CM,2020-08-24,428
ES-CN,2020-08-24,293
ES-CT,2020-08-24,1327
ES-EX,2020-08-24,90
ES-GA,2020-08-24,274
ES-IB,2020-08-24,267
ES-MC,2020-08-24,267
ES-MD,2020-08-24,1896
ES-ML,2020-08-24,17
ES-NC,2020-08-24,133
ES-PV,2020-08-24,768
ES-RI,2020-08-24,76
ES-VC,2020-08-24,706
ES-AN,2020-08-25,919
ES-AR,2020-08-25,274
ES-AS,2020-08-25,38
ES-CB,2020-08-25,89
ES-CE,2020-08-25,11
ES-CL,2020-08-25,513
ES-CM,2020-08-25,422
ES-CN,2020-08-25,302
ES-CT,2020-08-25,1193
ES-EX,2020-08-25,109
ES-GA,2020-08-25,355
ES-IB,2020-08-25,261
ES-MC,2020-08-25,307
ES-MD,2020-08-25,3792
ES-ML,2020-08-25,15
ES-NC,2020-08-25,152
ES-PV,2020-08-25,875
ES-RI,2020-08-25,87
ES-VC,2020-08-25,592
ES-AN,2020-08-26,1028
ES-AR,2020-08-26,252
ES-AS,2020-08-26,36
ES-CB,2020-08-26,90
ES-CE,2020-08-26,8
ES-CL,2020-08-26,434
ES-CM,2020-08-26,481
ES-CN,2020-08-26,302
ES-CT,2020-08-26,1294
ES-EX,2020-08-26,103
ES-GA,2020-08-26,258
ES-IB,2020-08-26,256
ES-MC,2020-08-26,322
ES-MD,2020-08-26,3003
ES-ML,2020-08-26,10
ES-NC,2020-08-26,281
ES-PV,2020-08-26,729
ES-RI,2020-08-26,121
ES-VC,2020-08-26,689
ES-AN,2020-08-27,1052
ES-AR,2020-08-27,218
ES-AS,2020-08-27,36
ES-CB,2020-08-27,83
ES-CE,2020-08-27,6
ES-CL,2020-08-27,578
ES-CM,2020-08-27,530
ES-CN,2020-08-27,309
ES-CT,2020-08-27,1243
ES-EX,2020-08-27,83
ES-GA,2020-08-27,283
ES-IB,2020-08-27,229
ES-MC,2020-08-27,339
ES-MD,2020-08-27,3084
ES-ML,2020-08-27,6
ES-NC,2020-08-27,150
ES-PV,2020-08-27,504
ES-RI,2020-08-27,79
ES-VC,2020-08-27,556
ES-AN,2020-08-28,1059
ES-AR,2020-08-28,273
ES-AS,2020-08-28,45
ES-CB,2020-08-28,137
ES-CE,2020-08-28,4
ES-CL,2020-08-28,527
ES-CM,2020-08-28,512
ES-CN,2020-08-28,281
ES-CT,2020-08-28,1242
ES-EX,2020-08-28,143
ES-GA,2020-08-28,263
ES-IB,2020-08-28,269
ES-MC,2020-08-28,350
ES-MD,2020-08-28,4243
ES-ML,2020-08-28,16
ES-NC,2020-08-28,155
ES-PV,2020-08-28,524
ES-RI,2020-08-28,87
ES-VC,2020-08-28,663
ES-AN,2020-08-29,905
ES-AR,2020-08-29,258
ES-AS,2020-08-29,31
ES-CB,2020-08-29,86
ES-CE,2020-08-29,7
ES-CL,2020-08-29,512
ES-CM,2020-08-29,418
ES-CN,2020-08-29,281
ES-CT,2020-08-29,683
ES-EX,2020-08-29,96
ES-GA,2020-08-29,252
ES-IB,2020-08-29,227
ES-MC,2020-08-29,336
ES-MD,2020-08-29,1846
ES-ML,2020-08-29,20
ES-NC,2020-08-29,158
ES-PV,2020-08-29,562
ES-RI,2020-08-29,86
ES-VC,2020-08-29,640
ES-AN,2020-08-30,807
ES-AR,2020-08-30,186
ES-AS,2020-08-30,47
ES-CB,2020-08-30,103
ES-CE,2020-08-30,10
ES-CL,2020-08-30,332
ES-CM,2020-08-30,365
ES-CN,2020-08-30,275
ES-CT,2020-08-30,633
ES-EX,2020-08-30,125
ES-GA,2020-08-30,240
ES-IB,2020-08-30,172
ES-MC,2020-08-30,308
ES-MD,2020-08-30,1745
ES-ML,2020-08-30,11
ES-NC,2020-08-30,104
ES-PV,2020-08-30,580
ES-RI,2020-08-30,85
ES-VC,2020-08-30,382
ES-AN,2020-08-31,999
ES-AR,2020-08-31,321
ES-AS,2020-08-31,37
ES-CB,2020-08-31,127
ES-CE,2020-08-31,14
ES-CL,2020-08-31,344
ES-CM,2020-08-31,497
ES-CN,2020-08-31,295
ES-CT,2020-08-31,1158
ES-EX,2020-08-31,109
ES-GA,2020-08-31,219
ES-IB,2020-08-31,224
ES-MC,2020-08-31,347
ES-MD,2020-08-31,2295
ES-ML,2020-08-31,15
ES-NC,2020-08-31,208
ES-PV,2020-08-31,714
ES-RI,2020-08-31,61
ES-VC,2020-08-31,520
ES-AN,2020-09-01,1176
ES-AR,2020-09-01,307
ES-AS,2020-09-01,64
ES-CB,2020-09-01,144
ES-CE,2020-09-01,9
ES-CL,2020-09-01,518
ES-CM,2020-09-01,615
ES-CN,2020-09-01,278
ES-CT,2020-09-01,1286
ES-EX,2020-09-01,122
ES-GA,2020-09-01,236
ES-IB,2020-09-01,220
ES-MC,2020-09-01,421
ES-MD,2020-09-01,4327
ES-ML,2020-09-01,35
ES-NC,2020-09-01,217
ES-PV,2020-09-01,760
ES-RI,2020-09-01,95
ES-VC,2020-09-01,574
ES-AN,2020-09-02,1047
ES-AR,2020-09-02,280
ES-AS,2020-09-02,55
ES-CB,2020-09-02,116
ES-CE,2020-09-02,8
ES-CL,2020-09-02,513
ES-CM,2020-09-02,685
ES-CN,2020-09-02,256
ES-CT,2020-09-02,1118
ES-EX,2020-09-02,147
ES-GA,2020-09-02,247
ES-IB,2020-09-02,181
ES-MC,2020-09-02,438
ES-MD,2020-09-02,3785
ES-ML,2020-09-02,28
ES-NC,2020-09-02,177
ES-PV,2020-09-02,653
ES-RI,2020-09-02,88
ES-VC,2020-09-02,591
ES-AN,2020-09-03,1037
ES-AR,2020-09-03,335
ES-AS,2020-09-03,85
ES-CB,2020-09-03,89
ES-CE,2020-09-03,5
ES-CL,2020-09-03,611
ES-CM,2020-09-03,651
ES-CN,2020-09-03,262
ES-CT,2020-09-03,1150
ES-EX,2020-09-03,174
ES-GA,2020-09-03,228
ES-IB,2020-09-03,183
ES-MC,2020-09-03,386
ES-MD,2020-09-03,3697
ES-ML,2020-09-03,20
ES-NC,2020-09-03,201
ES-PV,2020-09-03,529
ES-RI,2020-09-03,113
ES-VC,2020-09-03,532
ES-AN,2020-09-04,1322
ES-AR,2020-09-04,309
ES-AS,2020-09-04,37
ES-CB,2020-09-04,97
ES-CE,2020-09-04,9
ES-CL,2020-09-04,593
ES-CM,2020-09-04,649
ES-CN,2020-09-04,275
ES-CT,2020-09-04,1286
ES-EX,2020-09-04,147
ES-GA,2020-09-04,225
ES-IB,2020-09-04,146
ES-MC,2020-09-04,383
ES-MD,2020-09-04,4501
ES-ML,2020-09-04,22
ES-NC,2020-09-04,217
ES-PV,2020-09-04,452
ES-RI,2020-09-04,95
ES-VC,2020-09-04,619
ES-AN,2020-09-05,1048
ES-AR,2020-09-05,331
ES-AS,2020-09-05,54
ES-CB,2020-09-05,61
ES-CE,2020-09-05,6
ES-CL,2020-09-05,548
ES-CM,2020-09-05,584
ES-CN,2020-09-05,240
ES-CT,2020-09-05,770
ES-EX,2020-09-05,143
ES-GA,2020-09-05,249
ES-IB,2020-09-05,152
ES-MC,2020-09-05,393
ES-MD,2020-09-05,2726
ES-ML,2020-09-05,13
ES-NC,2020-09-05,246
ES-PV,2020-09-05,634
ES-RI,2020-09-05,84
ES-VC,2020-09-05,538
ES-AN,2020-09-06,869
ES-AR,2020-09-06,252
ES-AS,2020-09-06,30
ES-CB,2020-09-06,131
