fecha,cod_ine,CCAA,dosis_administradas,porcentaje_dosis_administradas,personas_una_dosis,personas_pauta_completa,porcentaje_pauta_completa,ccaa_iso
2021-01-04,1,Andalucía,25809,0.3,25809.0,0.0,0.0,ES-AN
2021-01-05,1,Andalucía,40263,0.47,66072.0,0.0,0.0,ES-AN
2021-01-07,1,Andalucía,53934,0.64,120006.0,0.0,0.0,ES-AN
2021-01-08,1,Andalucía,69445,0.82,189451.0,0.0,0.0,ES-AN
2021-01-11,1,Andalucía,81387,0.96,270838.0,0.0,0.0,ES-AN
2021-01-12,1,Andalucía,94879,1.12,365717.0,0.0,0.0,ES-AN
2021-01-13,1,Andalucía,109831,1.29,475548.0,0.0,0.0,ES-AN
2021-01-14,1,Andalucía,123459,1.46,599007.0,0.0,0.0,ES-AN
2021-01-15,1,Andalucía,139718,1.65,738725.0,0.0,0.0,ES-AN
2021-01-18,1,Andalucía,151404,1.78,890129.0,533.0,0.01,ES-AN
2021-01-19,1,Andalucía,164820,1.94,1054949.0,1773.0,0.02,ES-AN
2021-01-20,1,Andalucía,174279,2.05,1229228.0,4568.0,0.05,ES-AN
2021-01-21,1,Andalucía,194101,2.29,1423329.0,15193.0,0.18,ES-AN
2021-01-22,1,Andalucía,209766,2.47,1633095.0,20846.0,0.25,ES-AN
2021-01-25,1,Andalucía,226309,2.67,1859404.0,25516.0,0.3,ES-AN
2021-01-26,1,Andalucía,251172,2.96,2110576.0,37978.0,0.45,ES-AN
2021-01-27,1,Andalucía,257976,3.04,2368552.0,50951.0,0.6,ES-AN
2021-01-28,1,Andalucía,265620,3.13,2634172.0,55004.0,0.65,ES-AN
2021-01-29,1,Andalucía,282995,3.34,2917167.0,67511.0,0.8,ES-AN
2021-02-01,1,Andalucía,299792,3.53,3216959.0,78640.0,0.93,ES-AN
2021-02-02,1,Andalucía,313286,3.69,3530245.0,90764.0,1.07,ES-AN
2021-02-03,1,Andalucía,329258,3.88,3859503.0,104529.0,1.23,ES-AN
2021-02-04,1,Andalucía,345648,4.07,4205151.0,117953.0,1.39,ES-AN
2021-02-05,1,Andalucía,363482,4.28,4568633.0,131693.0,1.55,ES-AN
2021-02-08,1,Andalucía,378943,4.47,4947576.0,143552.0,1.69,ES-AN
2021-02-09,1,Andalucía,390077,4.6,5337653.0,151577.0,1.79,ES-AN
2021-02-10,1,Andalucía,401714,4.74,5739367.0,159969.0,1.89,ES-AN
2021-02-11,1,Andalucía,415015,4.89,6154382.0,168087.0,1.98,ES-AN
2021-02-12,1,Andalucía,431642,5.09,6586024.0,176731.0,2.08,ES-AN
2021-02-15,1,Andalucía,457018,5.39,7043042.0,190867.0,2.25,ES-AN
2021-02-16,1,Andalucía,468983,5.53,7512025.0,194477.0,2.29,ES-AN
2021-02-17,1,Andalucía,485673,5.73,7997698.0,198314.0,2.34,ES-AN
2021-02-18,1,Andalucía,506973,5.98,8504671.0,202631.0,2.39,ES-AN
2021-02-19,1,Andalucía,561803,6.62,9066474.0,208721.0,2.46,ES-AN
2021-02-22,1,Andalucía,607552,7.16,9674026.0,215070.0,2.54,ES-AN
2021-02-23,1,Andalucía,626659,7.39,10300685.0,216617.0,2.55,ES-AN
2021-02-24,1,Andalucía,653919,7.71,10954604.0,218967.0,2.58,ES-AN
2021-02-25,1,Andalucía,688093,8.11,11642697.0,221557.0,2.61,ES-AN
2021-02-26,1,Andalucía,724385,8.54,12367082.0,225068.0,2.65,ES-AN
2021-03-01,1,Andalucía,769899,9.08,13136981.0,228739.0,2.7,ES-AN
2021-03-02,1,Andalucía,774701,9.13,13911682.0,228829.0,2.7,ES-AN
2021-03-03,1,Andalucía,796930,9.39,14708612.0,233434.0,2.75,ES-AN
2021-03-04,1,Andalucía,834477,9.84,15543089.0,238150.0,2.81,ES-AN
2021-03-05,1,Andalucía,878194,10.35,16421283.0,244049.0,2.88,ES-AN
2021-03-08,1,Andalucía,878209,10.35,17299492.0,244052.0,2.88,ES-AN
2021-03-09,1,Andalucía,951168,11.21,18250660.0,263111.0,3.1,ES-AN
2021-03-10,1,Andalucía,971691,11.45,19222351.0,275060.0,3.24,ES-AN
2021-03-11,1,Andalucía,1000998,11.8,20223349.0,292741.0,3.45,ES-AN
2021-03-12,1,Andalucía,1046334,12.33,21269683.0,322619.0,3.8,ES-AN
2021-03-15,1,Andalucía,1098755,12.95,22368438.0,356888.0,4.21,ES-AN
2021-03-16,1,Andalucía,1113414,13.13,23481852.0,363191.0,4.28,ES-AN
2021-03-17,1,Andalucía,1135990,13.39,24617842.0,383206.0,4.52,ES-AN
2021-03-18,1,Andalucía,1163449,13.72,25781291.0,406759.0,4.8,ES-AN
2021-03-22,1,Andalucía,1185021,13.97,26966312.0,420167.0,4.95,ES-AN
2021-03-23,1,Andalucía,1202553,14.18,28168865.0,422339.0,4.98,ES-AN
2021-03-24,1,Andalucía,1258375,14.83,29427240.0,455368.0,5.37,ES-AN
2021-03-25,1,Andalucía,1293949,15.25,30721189.0,472276.0,5.57,ES-AN
2021-03-26,1,Andalucía,1330236,15.68,32051425.0,489306.0,5.77,ES-AN
2021-03-29,1,Andalucía,1375025,16.21,33426450.0,501832.0,5.92,ES-AN
2021-03-30,1,Andalucía,1400384,16.51,34826834.0,504413.0,5.95,ES-AN
2021-03-31,1,Andalucía,1441414,16.99,36268248.0,507430.0,5.98,ES-AN
2021-04-01,1,Andalucía,1483868,17.49,37752116.0,514632.0,6.07,ES-AN
2021-04-03,1,Andalucía,1503567,17.73,39255683.0,521910.0,6.15,ES-AN
2021-04-05,1,Andalucía,1517023,17.88,40772706.0,522041.0,6.15,ES-AN
2021-04-06,1,Andalucía,1557660,18.36,1032500.0,525160.0,6.19,ES-AN
2021-04-07,1,Andalucía,1622189,19.12,1093523.0,528666.0,6.23,ES-AN
2021-04-08,1,Andalucía,1699464,20.03,1167951.0,531513.0,6.27,ES-AN
2021-04-09,1,Andalucía,1776739,20.95,1240802.0,535937.0,6.32,ES-AN
2021-04-12,1,Andalucía,1865200,21.99,1325036.0,540164.0,6.37,ES-AN
2021-04-13,1,Andalucía,1910185,22.52,1366451.0,543734.0,6.41,ES-AN
2021-04-14,1,Andalucía,1970183,23.23,1419209.0,550974.0,6.5,ES-AN
2021-04-15,1,Andalucía,2041844,24.07,1481837.0,560007.0,6.6,ES-AN
2021-04-16,1,Andalucía,2116629,24.95,1543478.0,573151.0,6.76,ES-AN
2021-04-19,1,Andalucía,2199243,25.93,1607070.0,592173.0,6.98,ES-AN
2021-04-20,1,Andalucía,2199243,25.93,1607070.0,592173.0,6.98,ES-AN
2021-04-21,1,Andalucía,2320492,27.36,1680021.0,640471.0,7.55,ES-AN
2021-04-22,1,Andalucía,2386916,28.14,1718946.0,667970.0,7.87,ES-AN
2021-04-23,1,Andalucía,2458368,28.98,1778529.0,679839.0,8.01,ES-AN
2021-04-26,1,Andalucía,2528038,29.8,1837278.0,690760.0,8.14,ES-AN
2021-04-27,1,Andalucía,2574292,30.35,1865789.0,708503.0,8.35,ES-AN
2021-04-28,1,Andalucía,2644818,31.18,1902321.0,742497.0,8.75,ES-AN
2021-04-29,1,Andalucía,2740589,32.31,1957002.0,800160.0,9.43,ES-AN
2021-04-30,1,Andalucía,2831912,33.38,2004070.0,846489.0,9.98,ES-AN
2021-05-03,1,Andalucía,2871001,33.85,2015029.0,875965.0,10.33,ES-AN
2021-05-04,1,Andalucía,2976189,35.09,2083113.0,915632.0,10.79,ES-AN
2021-05-05,1,Andalucía,3051706,35.98,2126959.0,948493.0,11.18,ES-AN
2021-05-06,1,Andalucía,3142850,37.05,2178787.0,990328.0,11.67,ES-AN
2021-05-07,1,Andalucía,3237607,38.17,2235894.0,1029757.0,12.14,ES-AN
2021-05-10,1,Andalucía,3341428,39.39,2302922.0,1069259.0,12.61,ES-AN
2021-05-11,1,Andalucía,3404573,40.14,2344108.0,1093444.0,12.89,ES-AN
2021-05-12,1,Andalucía,3482939,41.06,2397813.0,1119700.0,13.2,ES-AN
2021-05-13,1,Andalucía,3551351,41.87,2442005.0,1144670.0,13.49,ES-AN
2021-05-14,1,Andalucía,3667630,43.24,2511506.0,1192771.0,14.06,ES-AN
2021-05-17,1,Andalucía,3768883,44.43,2577517.0,1229767.0,14.5,ES-AN
2021-05-18,1,Andalucía,3828823,45.14,2618121.0,1249873.0,14.73,ES-AN
2021-05-19,1,Andalucía,3909377,46.09,2676444.0,1272655.0,15.0,ES-AN
2021-05-20,1,Andalucía,3998361,47.14,2742890.0,1296470.0,15.28,ES-AN
2021-05-21,1,Andalucía,4087772,48.19,2804632.0,1324848.0,15.62,ES-AN
2021-05-24,1,Andalucía,4182777,49.31,2869005.0,1356798.0,15.99,ES-AN
2021-05-25,1,Andalucía,4236831,49.95,2905091.0,1376852.0,16.23,ES-AN
2021-05-26,1,Andalucía,4313832,50.85,2953721.0,1407035.0,16.59,ES-AN
2021-05-27,1,Andalucía,4411991,52.01,3014242.0,1446707.0,17.05,ES-AN
2021-05-28,1,Andalucía,4511820,53.19,3066680.0,1495696.0,17.63,ES-AN
2021-05-31,1,Andalucía,4632413,54.61,3120341.0,1565328.0,18.45,ES-AN
2021-06-01,1,Andalucía,4711142,55.54,3159245.0,1606909.0,18.94,ES-AN
2021-06-02,1,Andalucía,4818135,56.8,3210976.0,1663681.0,19.61,ES-AN
2021-06-03,1,Andalucía,4936599,58.2,3268625.0,1725492.0,20.34,ES-AN
2021-06-04,1,Andalucía,5056835,59.61,3337630.0,1780256.0,20.99,ES-AN
2021-06-07,1,Andalucía,5209446,61.41,3421131.0,1851883.0,21.83,ES-AN
2021-06-08,1,Andalucía,5308273,62.58,3483300.0,1892650.0,22.31,ES-AN
2021-06-09,1,Andalucía,5428656,64.0,3549846.0,1949606.0,22.98,ES-AN
2021-06-10,1,Andalucía,5563560,65.59,3622123.0,2015602.0,23.76,ES-AN
2021-06-11,1,Andalucía,5702550,67.23,3701796.0,2079446.0,24.51,ES-AN
2021-06-14,1,Andalucía,5855291,69.03,3792569.0,2148113.0,25.32,ES-AN
2021-06-15,1,Andalucía,5944289,70.08,3850035.0,2183658.0,25.74,ES-AN
2021-06-16,1,Andalucía,6062346,71.47,3923179.0,2232974.0,26.32,ES-AN
2021-06-17,1,Andalucía,6188862,72.96,3997053.0,2289853.0,26.99,ES-AN
2021-06-18,1,Andalucía,6310313,74.39,4068120.0,2346900.0,27.67,ES-AN
2021-06-21,1,Andalucía,6453108,76.07,4146568.0,2418794.0,28.51,ES-AN
2021-06-22,1,Andalucía,6567073,77.42,4216025.0,2466921.0,29.08,ES-AN
2021-06-23,1,Andalucía,6697159,78.95,4282316.0,2535220.0,29.89,ES-AN
2021-06-24,1,Andalucía,6863550,80.91,4364969.0,2625709.0,30.95,ES-AN
2021-06-25,1,Andalucía,7013607,82.68,4432600.0,2711938.0,31.97,ES-AN
2021-06-28,1,Andalucía,7192389,84.79,4494193.0,2834409.0,33.41,ES-AN
2021-06-29,1,Andalucía,7301572,86.08,4529585.0,2911303.0,34.32,ES-AN
2021-06-30,1,Andalucía,7441473,87.73,4581080.0,3002895.0,35.4,ES-AN
2021-07-01,1,Andalucía,7591412,89.49,4634769.0,3106503.0,36.62,ES-AN
2021-07-02,1,Andalucía,7733361,91.17,4683582.0,3203990.0,37.77,ES-AN
2021-07-05,1,Andalucía,7908236,93.23,4740714.0,3329693.0,39.25,ES-AN
2021-07-06,1,Andalucía,8003258,94.35,4768733.0,3404882.0,40.14,ES-AN
2021-07-07,1,Andalucía,8116699,95.69,4801679.0,3492103.0,41.17,ES-AN
2021-07-08,1,Andalucía,8239799,97.14,4835879.0,3586202.0,42.28,ES-AN
2021-07-09,1,Andalucía,8363997,98.6,4879595.0,3674704.0,43.32,ES-AN
2021-07-12,1,Andalucía,8505336,100.27,4929819.0,3777289.0,44.53,ES-AN
2021-07-13,1,Andalucía,8608504,101.48,4956205.0,3858746.0,45.49,ES-AN
2021-07-14,1,Andalucía,8717953,102.77,4992952.0,3937180.0,46.41,ES-AN
2021-07-15,1,Andalucía,8838716,104.2,5040162.0,4017942.0,47.37,ES-AN
2021-07-16,1,Andalucía,8986153,105.93,5109966.0,4103653.0,48.38,ES-AN
2021-07-19,1,Andalucía,9117784,107.49,5159037.0,4192935.0,49.43,ES-AN
2021-07-20,1,Andalucía,9253259,109.08,5203465.0,4289840.0,50.57,ES-AN
2021-07-21,1,Andalucía,9357953,110.32,5250091.0,4351754.0,51.3,ES-AN
2021-07-22,1,Andalucía,9464310,111.57,5302458.0,4411374.0,52.0,ES-AN
2021-07-23,1,Andalucía,9581359,112.95,5361032.0,4475153.0,52.76,ES-AN
2021-07-26,1,Andalucía,9705376,114.41,5422317.0,4542412.0,53.55,ES-AN
2021-07-27,1,Andalucía,9778509,115.28,5471416.0,4570198.0,53.88,ES-AN
2021-07-28,1,Andalucía,9868322,116.33,5532550.0,4603487.0,54.27,ES-AN
2021-07-29,1,Andalucía,9965811,117.48,5605215.0,4632313.0,54.61,ES-AN
2021-07-30,1,Andalucía,10061676,118.61,5669482.0,4668302.0,55.03,ES-AN
2021-08-02,1,Andalucía,10166500,119.85,5747017.0,4699417.0,55.4,ES-AN
2021-08-03,1,Andalucía,10242631,120.75,5799016.0,4725762.0,55.71,ES-AN
2021-08-04,1,Andalucía,10331570,121.8,5858116.0,4757858.0,56.09,ES-AN
2021-08-05,1,Andalucía,10423242,122.88,5907554.0,4803766.0,56.63,ES-AN
2021-08-06,1,Andalucía,10513955,123.95,5958193.0,4847887.0,57.15,ES-AN
2021-08-09,1,Andalucía,10619062,125.18,6012543.0,4901710.0,57.78,ES-AN
2021-08-10,1,Andalucía,10697370,126.11,6055942.0,4938541.0,58.22,ES-AN
2021-08-11,1,Andalucía,10785317,127.14,6105028.0,4979545.0,58.7,ES-AN
2021-08-12,1,Andalucía,10879796,128.26,6161468.0,5021950.0,59.2,ES-AN
2021-08-13,1,Andalucía,10976990,129.4,6213689.0,5069083.0,59.76,ES-AN
2021-08-16,1,Andalucía,11077111,130.58,6267416.0,5116571.0,60.32,ES-AN
2021-08-17,1,Andalucía,11093092,130.77,6273663.0,5126322.0,60.43,ES-AN
2021-08-18,1,Andalucía,11192510,131.95,6307893.0,5192203.0,61.21,ES-AN
2021-08-19,1,Andalucía,11292089,133.12,6342820.0,5257320.0,61.98,ES-AN
2021-08-20,1,Andalucía,11383761,134.2,6378554.0,5577939.0,65.76,ES-AN
2021-08-23,1,Andalucía,11478072,135.31,6413750.0,5642031.0,66.51,ES-AN
2021-08-24,1,Andalucía,11548836,136.15,6434931.0,5694536.0,67.13,ES-AN
2021-08-25,1,Andalucía,11624401,137.04,6456822.0,5751416.0,67.8,ES-AN
2021-08-26,1,Andalucía,11716682,138.12,6483967.0,5817587.0,68.58,ES-AN
2021-08-27,1,Andalucía,11784600,138.93,6502022.0,5869903.0,69.2,ES-AN
2021-08-30,1,Andalucía,11853915,139.74,6521108.0,5923647.0,69.83,ES-AN
2021-08-31,1,Andalucía,11908862,140.39,6534877.0,5968704.0,70.36,ES-AN
2021-09-01,1,Andalucía,11970705,141.12,6553236.0,6021577.0,70.99,ES-AN
2021-09-02,1,Andalucía,12028505,141.8,6568538.0,6073649.0,71.6,ES-AN
2021-09-03,1,Andalucía,12102296,142.67,6592291.0,6134268.0,72.31,ES-AN
2021-09-06,1,Andalucía,12172659,143.5,6612680.0,6194433.0,73.02,ES-AN
2021-09-07,1,Andalucía,12204444,143.87,6630781.0,6217730.0,73.3,ES-AN
2021-09-08,1,Andalucía,12253781,144.46,6647429.0,6259600.0,73.79,ES-AN
2021-09-09,1,Andalucía,12289905,144.88,6659490.0,6290321.0,74.15,ES-AN
2021-09-10,1,Andalucía,12341490,145.49,6674320.0,6334932.0,74.68,ES-AN
2021-09-13,1,Andalucía,12393078,146.1,6688316.0,6379575.0,75.21,ES-AN
2021-09-14,1,Andalucía,12393104,146.1,6688341.0,6379575.0,75.21,ES-AN
2021-09-15,1,Andalucía,12453918,146.82,6708894.0,6430584.0,75.81,ES-AN
2021-09-16,1,Andalucía,12485606,147.19,6718892.0,6457423.0,76.12,ES-AN
2021-09-17,1,Andalucía,12511703,147.5,6728143.0,6463863.0,76.2,ES-AN
2021-09-20,1,Andalucía,12542898,147.86,6737370.0,6490340.0,76.51,ES-AN
2021-09-21,1,Andalucía,12542936,147.86,6737407.0,6490348.0,76.51,ES-AN
2021-09-22,1,Andalucía,12576598,148.26,6750003.0,6517694.0,76.84,ES-AN
2021-09-23,1,Andalucía,12594366,148.47,6757099.0,6531551.0,77.0,ES-AN
2021-09-24,1,Andalucía,12611727,148.68,6763269.0,6545627.0,77.16,ES-AN
2021-09-27,1,Andalucía,12626160,148.85,6768994.0,6556961.0,77.3,ES-AN
2021-09-28,1,Andalucía,12640462,149.01,6773142.0,6566913.0,77.42,ES-AN
2021-09-29,1,Andalucía,12651702,149.15,6777366.0,6573906.0,77.5,ES-AN
2021-09-30,1,Andalucía,12663662,149.29,6781839.0,6581390.0,77.59,ES-AN
2021-10-01,1,Andalucía,12678195,149.46,6786554.0,6591019.0,77.7,ES-AN
2021-10-04,1,Andalucía,12689933,149.6,6790195.0,6599046.0,77.79,ES-AN
2021-10-05,1,Andalucía,12698328,149.7,6793030.0,6604559.0,77.86,ES-AN
2021-10-06,1,Andalucía,12750090,150.31,6795884.0,6610183.0,77.93,ES-AN
2021-10-07,1,Andalucía,12759527,150.42,6799161.0,6615499.0,77.99,ES-AN
2021-10-08,1,Andalucía,12768263,150.52,6802267.0,6625656.0,78.11,ES-AN
2021-10-11,1,Andalucía,12777502,150.63,6805551.0,6644496.0,78.33,ES-AN
2021-10-13,1,Andalucía,12783867,150.71,6807967.0,6649094.0,78.38,ES-AN
2021-10-14,1,Andalucía,12794052,150.83,6810880.0,6656939.0,78.48,ES-AN
2021-10-15,1,Andalucía,12802416,150.92,6813703.0,6662207.0,78.54,ES-AN
2021-10-18,1,Andalucía,12809353,151.01,6816142.0,6666861.0,78.59,ES-AN
2021-10-19,1,Andalucía,12809353,151.01,6816142.0,6666861.0,78.59,ES-AN
2021-10-20,1,Andalucía,12809353,151.01,6816142.0,6666861.0,78.59,ES-AN
2021-10-21,1,Andalucía,12901983,152.1,6832843.0,6721608.0,79.24,ES-AN
2021-10-22,1,Andalucía,12907388,152.16,6835126.0,6725458.0,79.28,ES-AN
2021-10-25,1,Andalucía,12911991,152.22,6837216.0,6728587.0,79.32,ES-AN
2021-10-26,1,Andalucía,12915866,152.26,6839164.0,6731138.0,79.35,ES-AN
2021-10-27,1,Andalucía,12919521,152.3,6840955.0,6733541.0,79.38,ES-AN
2021-10-28,1,Andalucía,13047168,153.81,6843321.0,6736604.0,79.42,ES-AN
2021-10-30,1,Andalucía,13080966,154.21,6847168.0,6742001.0,79.48,ES-AN
2021-11-02,1,Andalucía,13108558,154.53,6847168.0,6742001.0,79.48,ES-AN
2021-11-03,1,Andalucía,13134592,154.84,6848946.0,6744085.0,79.5,ES-AN
2021-11-04,1,Andalucía,13165415,155.2,6850787.0,6746584.0,79.53,ES-AN
2021-11-05,1,Andalucía,13199112,155.6,6852806.0,6749391.0,79.57,ES-AN
2021-11-08,1,Andalucía,13229714,155.96,6855610.0,6752567.0,79.6,ES-AN
2021-11-10,1,Andalucía,13284724,156.61,6858720.0,6756131.0,79.65,ES-AN
2021-11-11,1,Andalucía,13322566,157.06,6860593.0,6758273.0,79.67,ES-AN
2021-11-12,1,Andalucía,13357417,157.47,6862495.0,6760605.0,79.7,ES-AN
2021-11-15,1,Andalucía,13389067,157.84,6864839.0,6763703.0,79.74,ES-AN
2021-11-16,1,Andalucía,13419568,158.2,6866794.0,6765579.0,79.76,ES-AN
2021-11-17,1,Andalucía,13451678,158.58,6868917.0,6767662.0,79.78,ES-AN
2021-11-18,1,Andalucía,13485538,158.98,6871390.0,6770042.0,79.81,ES-AN
2021-11-19,1,Andalucía,13485538,158.98,6871390.0,6770039.0,79.81,ES-AN
2021-11-22,1,Andalucía,13544033,159.67,6876550.0,6775209.0,79.87,ES-AN
2021-11-23,1,Andalucía,13573770,160.02,6878837.0,6776720.0,79.89,ES-AN
2021-11-24,1,Andalucía,13609868,160.44,6881590.0,6778964.0,79.92,ES-AN
2021-11-25,1,Andalucía,13649359,160.91,6884742.0,6781427.0,79.94,ES-AN
2021-11-26,1,Andalucía,13709454,161.62,6885171.0,6781817.0,79.95,ES-AN
2021-11-29,1,Andalucía,13713831,161.67,6885527.0,6782104.0,79.95,ES-AN
2021-11-30,1,Andalucía,13743783,162.02,6888420.0,6784127.0,79.98,ES-AN
2021-12-01,1,Andalucía,13777435,162.42,6891627.0,6786350.0,80.0,ES-AN
2021-12-02,1,Andalucía,13811001,162.81,6895160.0,6788678.0,80.03,ES-AN
2021-12-03,1,Andalucía,13900081,163.86,6903661.0,6795375.0,80.11,ES-AN
2021-12-07,1,Andalucía,13927824,164.19,6906987.0,6797654.0,80.14,ES-AN
2021-12-09,1,Andalucía,13944556,164.39,6909832.0,6799730.0,80.16,ES-AN
2021-12-10,1,Andalucía,13970155,164.69,6912829.0,6803132.0,80.2,ES-AN
2021-12-13,1,Andalucía,14392728,169.67,6915735.0,6805502.0,80.23,ES-AN
2021-12-14,1,Andalucía,14461592,170.48,6919341.0,6808047.0,80.26,ES-AN
2021-12-15,1,Andalucía,14541406,171.42,6924132.0,6813257.0,80.32,ES-AN
2021-12-16,1,Andalucía,14604635,172.17,6927597.0,6815716.0,80.35,ES-AN
2021-12-17,1,Andalucía,14667274,172.91,6931016.0,6818248.0,80.38,ES-AN
2021-12-20,1,Andalucía,14841399,174.96,7055276.0,6820453.0,80.4,ES-AN
2021-12-21,1,Andalucía,14910570,175.78,7079078.0,6823210.0,80.44,ES-AN
2021-12-22,1,Andalucía,14910598,175.78,7079079.0,6823190.0,80.44,ES-AN
2021-12-23,1,Andalucía,15019363,177.06,7121879.0,6830872.0,80.53,ES-AN
2021-12-27,1,Andalucía,15072090,177.68,7134829.0,6835120.0,80.58,ES-AN
2021-12-28,1,Andalucía,15112320,178.15,7142695.0,6837429.0,80.6,ES-AN
2021-12-29,1,Andalucía,15159602,178.71,7151112.0,6840041.0,80.64,ES-AN
2021-12-30,1,Andalucía,14985606,176.66,7159083.0,6840381.0,80.64,ES-AN
2022-01-03,1,Andalucía,15032548,177.21,7173040.0,6853856.0,80.8,ES-AN
2022-01-04,1,Andalucía,15062814,177.57,7177726.0,6856336.0,80.83,ES-AN
2022-01-05,1,Andalucía,15099149,178.0,7183895.0,6858691.0,80.85,ES-AN
2022-01-07,1,Andalucía,15125265,178.31,7187020.0,6860179.0,80.87,ES-AN
2022-01-10,1,Andalucía,15165799,178.78,7197465.0,6862666.0,80.9,ES-AN
2022-01-11,1,Andalucía,15207515,179.28,7203820.0,6865579.0,80.94,ES-AN
2022-01-12,1,Andalucía,15252840,179.81,7210488.0,6868253.0,80.97,ES-AN
2022-01-13,1,Andalucía,15302273,180.39,7216921.0,6871252.0,81.0,ES-AN
2022-01-14,1,Andalucía,15351481,180.97,7222727.0,6874385.0,81.04,ES-AN
2022-01-17,1,Andalucía,15404638,181.6,7228018.0,6876379.0,81.06,ES-AN
2022-01-18,1,Andalucía,15449686,182.13,7232174.0,6878901.0,81.09,ES-AN
2022-01-19,1,Andalucía,15499530,182.72,7236299.0,6881590.0,81.12,ES-AN
2022-01-20,1,Andalucía,15667669,184.7,7353122.0,6884941.0,81.16,ES-AN
2022-01-21,1,Andalucía,15758332,185.77,7387177.0,6888037.0,81.2,ES-AN
2022-01-24,1,Andalucía,15840593,186.74,7395405.0,6889724.0,81.22,ES-AN
2022-01-25,1,Andalucía,15891849,187.34,7400113.0,6891689.0,81.24,ES-AN
2022-01-26,1,Andalucía,15952345,188.06,7404581.0,6893793.0,81.27,ES-AN
2022-01-27,1,Andalucía,16016524,188.81,7409327.0,6895758.0,81.29,ES-AN
2022-01-28,1,Andalucía,16072572,189.47,7413437.0,6897404.0,81.31,ES-AN
2022-01-31,1,Andalucía,16227056,191.3,7417854.0,6899282.0,81.33,ES-AN
2022-02-01,1,Andalucía,16266942,191.77,7419938.0,6900874.0,81.35,ES-AN
2022-02-02,1,Andalucía,16308402,192.25,7422078.0,6902319.0,81.37,ES-AN
2022-02-03,1,Andalucía,16348736,192.73,7424028.0,6903791.0,81.39,ES-AN
2022-02-04,1,Andalucía,16390837,193.23,7426089.0,6905146.0,81.4,ES-AN
2022-02-07,1,Andalucía,16438368,193.79,7428402.0,6906515.0,81.42,ES-AN
2022-02-08,1,Andalucía,16469141,194.15,7429458.0,6907673.0,81.43,ES-AN
2022-02-09,1,Andalucía,16501361,194.53,7430821.0,6908936.0,81.45,ES-AN
2022-02-10,1,Andalucía,16529368,194.86,7433235.0,6910121.0,81.46,ES-AN
2022-02-11,1,Andalucía,16555306,195.17,7435431.0,6911543.0,81.48,ES-AN
2022-02-14,1,Andalucía,16589450,195.57,7438329.0,6912793.0,81.49,ES-AN
2022-02-15,1,Andalucía,16589450,195.57,7438329.0,6912793.0,81.49,ES-AN
2022-02-16,1,Andalucía,16629976,196.05,7441118.0,6914888.0,81.52,ES-AN
2022-02-17,1,Andalucía,16716468,197.07,7442406.0,7022050.0,82.78,ES-AN
2022-02-18,1,Andalucía,16740948,197.35,7443449.0,7028556.0,82.86,ES-AN
2022-02-21,1,Andalucía,16762469,197.61,7444500.0,7030553.0,82.88,ES-AN
2022-02-22,1,Andalucía,16780995,197.83,7445501.0,7035459.0,82.94,ES-AN
2022-02-23,1,Andalucía,16798330,198.03,7446484.0,7040720.0,83.0,ES-AN
2022-02-24,1,Andalucía,16798330,198.03,7446484.0,7040720.0,83.0,ES-AN
2022-02-25,1,Andalucía,16829996,198.4,7448526.0,7049262.0,83.1,ES-AN
2022-02-28,1,Andalucía,16844091,198.57,7449267.0,7051262.0,83.13,ES-AN
2022-03-01,1,Andalucía,16845992,198.59,7449268.0,7051434.0,83.13,ES-AN
2022-03-02,1,Andalucía,16859334,198.75,7450219.0,7055991.0,83.18,ES-AN
2022-03-03,1,Andalucía,16870856,198.89,7450970.0,7059356.0,83.22,ES-AN
2022-03-04,1,Andalucía,16880745,199.0,7451485.0,7061199.0,83.24,ES-AN
2021-01-04,2,Aragón,2004,0.15,2004.0,0.0,0.0,ES-AR
2021-01-05,2,Aragón,2985,0.22,4989.0,0.0,0.0,ES-AR
2021-01-07,2,Aragón,6186,0.46,11175.0,0.0,0.0,ES-AR
2021-01-08,2,Aragón,9944,0.75,21119.0,0.0,0.0,ES-AR
2021-01-11,2,Aragón,10998,0.83,32117.0,0.0,0.0,ES-AR
2021-01-12,2,Aragón,11983,0.9,44100.0,0.0,0.0,ES-AR
2021-01-13,2,Aragón,17043,1.28,61143.0,0.0,0.0,ES-AR
2021-01-14,2,Aragón,20854,1.57,81997.0,0.0,0.0,ES-AR
2021-01-15,2,Aragón,23619,1.77,105616.0,0.0,0.0,ES-AR
2021-01-18,2,Aragón,25133,1.89,130749.0,0.0,0.0,ES-AR
2021-01-19,2,Aragón,28316,2.13,159065.0,250.0,0.02,ES-AR
2021-01-20,2,Aragón,33734,2.53,192799.0,623.0,0.05,ES-AR
2021-01-21,2,Aragón,38170,2.87,230969.0,1731.0,0.13,ES-AR
2021-01-22,2,Aragón,41287,3.1,272256.0,2165.0,0.16,ES-AR
2021-01-25,2,Aragón,42539,3.2,314795.0,2222.0,0.17,ES-AR
2021-01-26,2,Aragón,43531,3.27,358326.0,2945.0,0.22,ES-AR
2021-01-27,2,Aragón,47835,3.59,406161.0,5860.0,0.44,ES-AR
2021-01-28,2,Aragón,49453,3.71,455614.0,6806.0,0.51,ES-AR
2021-01-29,2,Aragón,53937,4.05,509551.0,9752.0,0.73,ES-AR
