fecha;cod_ine;CCAA;dosis_Pfizer;dosis_Moderna;dosis_AstraZeneca;dosis_Janssen;dosis_totales;dosis_administradas;porcentaje_dosis_administradas;porcentaje_entregadas;personas_una_dosis;personas_pauta_completa;porcentaje_pauta_completa;fecha_ultima_vacuna
2021-12-27;9;Cataluña;8569700;2654900.0;1514300.0;375750.0;13348650.0;13335828;174.2;99.9;6246559.0;5975994.0;78.06;26/12/2021
2021-12-27;10;C Valenciana;6256180;1843650.0;863900.0;213125.0;9326855.0;9120003;181.09;97.78;4242060.0;4054572.0;80.51;26/12/2021
2021-12-27;11;Extremadura;1464233;231770.0;182600.0;41245.0;1949848.0;2057295;194.21;100.0;929773.0;889941.0;84.01;26/12/2021
2021-12-27;12;Galicia;3874579;760000.0;573400.0;122700.0;5390679.0;5709724;211.57;100.0;2380184.0;2301193.0;85.27;24/12/2021
2021-12-27;17;La Rioja;421265;91600.0;53240.0;15200.0;593305.0;585031;185.06;98.61;267991.0;258027.0;81.62;24/12/2021
2021-12-27;13;Madrid;8228535;2120800.0;1222100.0;321450.0;12096885.0;11621149;172.02;96.07;5513912.0;5298888.0;78.44;26/12/2021
2021-12-27;14;Murcia;1687865;498000.0;253010.0;68300.0;2555175.0;2615171;173.29;100.0;1243676.0;1187421.0;78.68;26/12/2021
2021-12-27;15;Navarra;822075;226500.0;136600.0;23750.0;1226925.0;1195940;181.97;97.47;547314.0;527193.0;80.22;26/12/2021
2021-12-27;16;País Vasco;2842920;742900.0;444200.0;101300.0;4191320.0;4102768;187.38;97.89;1876908.0;1800132.0;82.22;26/12/2021
2021-12-27;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;132676;157.95;89.51;65591.0;61101.0;72.74;26/12/2021
2021-12-27;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;126973;150.65;86.32;63253.0;58249.0;69.11;23/12/2021
2021-12-27;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;184210;138.21;86.79;95292.0;91266.0;68.48;23/12/2021
2021-12-27;0;España;59085843;15041710.0;9048320.0;2140525.0;86690398.0;85443894;180.45;98.56;39511819.0;37853370.0;79.94;
2021-12-28;1;Andalucía;10486800;2419500.0;1537200.0;333500.0;15041000.0;15112320;178.15;100.0;7142695.0;6837429.0;80.6;27/12/2021
2021-12-28;2;Aragón;1675761;368490.0;255200.0;63565.0;2399016.0;2420266;181.8;100.0;1108569.0;1061789.0;79.75;27/12/2021
2021-12-28;3;Asturias;1447025;391040.0;220900.0;43000.0;2125965.0;2116880;208.47;99.57;897567.0;868750.0;85.56;27/12/2021
2021-12-28;4;Baleares;1318884;467070.0;225400.0;56420.0;2103774.0;1883542;155.0;89.53;893409.0;863454.0;71.06;27/12/2021
2021-12-28;5;Canarias;2503770;624700.0;455800.0;133650.0;3771920.0;3718963;165.69;98.6;1743970.0;1661338.0;74.02;27/12/2021
2021-12-28;6;Cantabria;844305;127900.0;125200.0;22200.0;1137605.0;1120915;192.48;98.53;503156.0;482472.0;82.85;27/12/2021
2021-12-28;7;Castilla y Leon;3867393;611570.0;466170.0;95310.0;5094443.0;4741803;198.29;93.08;2072821.0;1991868.0;83.3;27/12/2021
2021-12-28;8;Castilla La Mancha;2531745;751270.0;382100.0;93735.0;3818850.0;3650714;178.68;95.6;1688732.0;1578318.0;77.25;26/12/2021
2021-12-28;9;Cataluña;8569700;2654900.0;1514300.0;375750.0;13348650.0;13402899;175.08;100.0;6260894.0;5977735.0;78.08;27/12/2021
2021-12-28;10;C Valenciana;6256180;1843650.0;863900.0;213125.0;9326855.0;9165110;181.98;98.27;4242107.0;4054572.0;80.51;27/12/2021
2021-12-28;11;Extremadura;1464233;231770.0;182600.0;41245.0;1949848.0;2063589;194.81;100.0;929895.0;889940.0;84.01;27/12/2021
2021-12-28;12;Galicia;3874579;760000.0;573400.0;122700.0;5390679.0;5739539;212.68;100.0;2380203.0;2301193.0;85.27;27/12/2021
2021-12-28;17;La Rioja;421265;91600.0;53240.0;15200.0;593305.0;587340;185.79;98.99;268693.0;258004.0;81.61;27/12/2021
2021-12-28;13;Madrid;8228535;2120800.0;1222100.0;321450.0;12096885.0;11680929;172.91;96.56;5527087.0;5298888.0;78.44;27/12/2021
2021-12-28;14;Murcia;1687865;498000.0;253010.0;68300.0;2555175.0;2625069;173.94;100.0;1245609.0;1187576.0;78.69;27/12/2021
2021-12-28;15;Navarra;822075;226500.0;136600.0;23750.0;1226925.0;1200028;182.59;97.81;548236.0;527142.0;80.21;27/12/2021
2021-12-28;16;País Vasco;2842920;742900.0;444200.0;101300.0;4191320.0;4121803;188.25;98.34;1881296.0;1800494.0;82.23;27/12/2021
2021-12-28;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;133271;158.66;89.91;65700.0;61111.0;72.75;27/12/2021
2021-12-28;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;127878;151.72;86.93;63411.0;58268.0;69.13;27/12/2021
2021-12-28;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;184557;138.47;86.96;95301.0;91287.0;68.49;27/12/2021
2021-12-28;0;España;59085843;15041710.0;9048320.0;2140525.0;86690398.0;85808023;181.21;98.98;39567127.0;37858971.0;79.95;
2021-12-29;1;Andalucía;10486800;2419500.0;1537200.0;333500.0;15041000.0;15159602;178.71;100.0;7151112.0;6840041.0;80.64;28/12/2021
2021-12-29;2;Aragón;1675761;368490.0;255200.0;63565.0;2399016.0;2431644;182.65;100.0;1110767.0;1061789.0;79.75;28/12/2021
2021-12-29;3;Asturias;1447025;391040.0;220900.0;43000.0;2125965.0;2130181;209.78;100.0;898319.0;868750.0;85.56;28/12/2021
2021-12-29;4;Baleares;1318884;467070.0;225400.0;56420.0;2103774.0;1893798;155.85;90.02;894560.0;863615.0;71.07;28/12/2021
2021-12-29;5;Canarias;2503770;624700.0;455800.0;133650.0;3771920.0;3742726;166.75;99.23;1748354.0;1661825.0;74.04;28/12/2021
2021-12-29;6;Cantabria;844305;127900.0;125200.0;22200.0;1137605.0;1126407;193.42;99.02;503681.0;482597.0;82.87;28/12/2021
2021-12-29;7;Castilla y Leon;3867393;611570.0;466170.0;95310.0;5094443.0;4760557;199.08;93.45;2075148.0;1992155.0;83.31;28/12/2021
2021-12-29;8;Castilla La Mancha;2531745;751270.0;382100.0;93735.0;3818850.0;3687881;180.5;96.57;1690781.0;1578318.0;77.25;28/12/2021
2021-12-29;9;Cataluña;8569700;2654900.0;1514300.0;375750.0;13348650.0;13482456;176.11;100.0;6274586.0;5979971.0;78.11;28/12/2021
2021-12-29;10;C Valenciana;6256180;1843650.0;863900.0;213125.0;9326855.0;9213598;182.94;98.79;4242198.0;4054572.0;80.51;28/12/2021
2021-12-29;11;Extremadura;1464233;231770.0;182600.0;41245.0;1949848.0;2073392;195.73;100.0;930077.0;890022.0;84.02;28/12/2021
2021-12-29;12;Galicia;3874579;760000.0;573400.0;122700.0;5390679.0;5767742;213.72;100.0;2380219.0;2301193.0;85.27;28/12/2021
2021-12-29;17;La Rioja;421265;91600.0;53240.0;15200.0;593305.0;589243;186.39;99.32;269204.0;258004.0;81.61;28/12/2021
2021-12-29;13;Madrid;8228535;2120800.0;1222100.0;321450.0;12096885.0;11735451;173.71;97.01;5535930.0;5298888.0;78.44;28/12/2021
2021-12-29;14;Murcia;1687865;498000.0;253010.0;68300.0;2555175.0;2637821;174.79;100.0;1247495.0;1187609.0;78.69;28/12/2021
2021-12-29;15;Navarra;822075;226500.0;136600.0;23750.0;1226925.0;1204767;183.31;98.19;548989.0;527142.0;80.21;28/12/2021
2021-12-29;16;País Vasco;2842920;742900.0;444200.0;101300.0;4191320.0;4141870;189.17;98.82;1886078.0;1800706.0;82.24;28/12/2021
2021-12-29;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;133866;159.37;90.31;65789.0;61122.0;72.77;28/12/2021
2021-12-29;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;128780;152.79;87.55;63492.0;58290.0;69.16;28/12/2021
2021-12-29;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;185010;138.81;87.17;95301.0;91287.0;68.49;28/12/2021
2021-12-29;0;España;59085843;15041710.0;9048320.0;2140525.0;86690398.0;86237508;182.12;99.48;39619870.0;37865247.0;79.97;
2021-12-30;1;Andalucía;10486800;2419500.0;1537200.0;333500.0;15041000.0;14985606;176.66;99.63;7159083.0;6840381.0;80.64;29/12/2021
2021-12-30;2;Aragón;1675761;368490.0;255200.0;63565.0;2399016.0;2347194;176.31;97.84;1112271.0;1061789.0;79.75;29/12/2021
2021-12-30;3;Asturias;1447025;391040.0;220900.0;43000.0;2125965.0;2058396;202.71;96.82;899034.0;868750.0;85.56;29/12/2021
2021-12-30;4;Baleares;1318884;467070.0;225400.0;56420.0;2103774.0;1837833;151.24;87.36;897043.0;864235.0;71.12;29/12/2021
2021-12-30;5;Canarias;2503770;624700.0;455800.0;133650.0;3771920.0;3643784;162.34;96.6;1748354.0;1661825.0;74.04;28/12/2021
2021-12-30;6;Cantabria;844305;127900.0;125200.0;22200.0;1137605.0;1099265;188.76;96.63;504267.0;482597.0;82.87;29/12/2021
2021-12-30;7;Castilla y Leon;3867393;611570.0;466170.0;95310.0;5094443.0;4719045;197.34;92.63;2075898.0;1992155.0;83.31;29/12/2021
2021-12-30;8;Castilla La Mancha;2531745;751270.0;382100.0;93735.0;3818850.0;3523262;172.44;92.26;1690781.0;1578318.0;77.25;28/12/2021
2021-12-30;9;Cataluña;8569700;2654900.0;1514300.0;375750.0;13348650.0;12778823;166.92;95.73;6287830.0;5982727.0;78.15;29/12/2021
2021-12-30;10;C Valenciana;6256180;1843650.0;863900.0;213125.0;9326855.0;8939840;177.51;95.85;4242977.0;4054572.0;80.51;29/12/2021
2021-12-30;11;Extremadura;1464233;231770.0;182600.0;41245.0;1949848.0;2026565;191.31;100.0;930275.0;890111.0;84.03;29/12/2021
2021-12-30;12;Galicia;3874579;760000.0;573400.0;122700.0;5390679.0;5502429;203.89;100.0;2380226.0;2301193.0;85.27;29/12/2021
2021-12-30;17;La Rioja;421265;91600.0;53240.0;15200.0;593305.0;568735;179.9;95.86;269204.0;258004.0;81.61;28/12/2021
2021-12-30;13;Madrid;8228535;2120800.0;1222100.0;321450.0;12096885.0;11414405;168.96;94.36;5544871.0;5298888.0;78.44;29/12/2021
2021-12-30;14;Murcia;1687865;498000.0;253010.0;68300.0;2555175.0;2507852;166.18;98.15;1249647.0;1187763.0;78.7;29/12/2021
2021-12-30;15;Navarra;822075;226500.0;136600.0;23750.0;1226925.0;1173045;178.49;95.61;549734.0;527142.0;80.21;29/12/2021
2021-12-30;16;País Vasco;2842920;742900.0;444200.0;101300.0;4191320.0;3957658;180.76;94.43;1890542.0;1800975.0;82.26;29/12/2021
2021-12-30;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;129534;154.21;87.39;65979.0;61129.0;72.77;29/12/2021
2021-12-30;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;126532;150.13;86.02;63577.0;58303.0;69.17;29/12/2021
2021-12-30;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;179341;134.56;84.5;95301.0;91287.0;68.49;29/12/2021
2021-12-30;0;España;59085843;15041710.0;9048320.0;2140525.0;86690398.0;83529797;176.4;96.35;39664717.0;37869504.0;79.98;
2022-01-03;1;Andalucía;10486800;2419500.0;1537200.0;333500.0;15041000.0;15032548;177.21;99.94;7173040.0;6853856.0;80.8;02/01/2022
2022-01-03;2;Aragón;1675761;368490.0;255200.0;63565.0;2399016.0;2362837;177.48;98.49;1115111.0;1066127.0;80.08;02/01/2022
2022-01-03;3;Asturias;1447025;391040.0;220900.0;43000.0;2125965.0;2074524;204.3;97.58;901119.0;870181.0;85.7;02/01/2022
2022-01-03;4;Baleares;1318884;467070.0;225400.0;56420.0;2103774.0;1844983;151.83;87.7;898719.0;866963.0;71.34;02/01/2022
2022-01-03;5;Canarias;2503770;624700.0;455800.0;133650.0;3771920.0;3686323;164.24;97.73;1757987.0;1663983.0;74.14;02/01/2022
2022-01-03;6;Cantabria;844305;127900.0;125200.0;22200.0;1137605.0;1112769;191.08;97.82;507287.0;484336.0;83.17;02/01/2022
2022-01-03;7;Castilla y Leon;3867393;611570.0;466170.0;95310.0;5094443.0;4734697;198.0;92.94;2077547.0;1994263.0;83.4;31/12/2021
2022-01-03;8;Castilla La Mancha;2531745;751270.0;382100.0;93735.0;3818850.0;3551873;173.84;93.01;1694622.0;1588009.0;77.72;02/01/2022
2022-01-03;9;Cataluña;8569700;2654900.0;1514300.0;375750.0;13348650.0;12868000;168.09;96.4;6312001.0;6008529.0;78.49;02/01/2022
2022-01-03;10;C Valenciana;6256180;1843650.0;863900.0;213125.0;9326855.0;8979077;178.29;96.27;4251091.0;4072162.0;80.86;02/01/2022
2022-01-03;11;Extremadura;1464233;231770.0;182600.0;41245.0;1949848.0;2037270;192.32;100.0;930673.0;892457.0;84.25;02/01/2022
2022-01-03;12;Galicia;3874579;760000.0;573400.0;122700.0;5390679.0;5544341;205.44;100.0;2389291.0;2310848.0;85.63;01/01/2022
2022-01-03;17;La Rioja;421265;91600.0;53240.0;15200.0;593305.0;572335;181.04;96.47;270676.0;259101.0;81.96;31/12/2021
2022-01-03;13;Madrid;8228535;2120800.0;1222100.0;321450.0;12096885.0;11687674;173.01;96.62;5593386.0;5337397.0;79.01;02/01/2022
2022-01-03;14;Murcia;1687865;498000.0;253010.0;68300.0;2555175.0;2518395;166.88;98.56;1253837.0;1189424.0;78.81;31/12/2021
2022-01-03;15;Navarra;822075;226500.0;136600.0;23750.0;1226925.0;1179225;179.43;96.11;551853.0;529617.0;80.58;02/01/2022
2022-01-03;16;País Vasco;2842920;742900.0;444200.0;101300.0;4191320.0;3989704;182.22;95.19;1896105.0;1810300.0;82.68;02/01/2022
2022-01-03;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;130219;155.02;87.85;66107.0;61279.0;72.95;02/01/2022
2022-01-03;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;127182;150.9;86.46;63660.0;58654.0;69.59;30/12/2021
2022-01-03;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;205458;154.15;96.81;95315.0;92023.0;69.04;30/12/2021
2022-01-03;0;España;59085843;15041710.0;9048320.0;2140525.0;86690398.0;84250146;177.92;97.19;39807263.0;38016879.0;80.29;
2022-01-04;1;Andalucía;10486800;2619500.0;1537200.0;333500.0;15241000.0;15062814;177.57;98.83;7177726.0;6856336.0;80.83;03/01/2022
2022-01-04;2;Aragón;1675761;368490.0;255200.0;63565.0;2399016.0;2368286;177.89;98.72;1116157.0;1066286.0;80.09;03/01/2022
2022-01-04;3;Asturias;1447025;441040.0;220900.0;43000.0;2175965.0;2081698;205.01;95.67;901208.0;870192.0;85.7;03/01/2022
2022-01-04;4;Baleares;1318884;467070.0;225400.0;56420.0;2103774.0;1850670;152.3;87.97;899901.0;867533.0;71.39;03/01/2022
2022-01-04;5;Canarias;2503770;674700.0;455800.0;133650.0;3821920.0;3701192;164.9;96.84;1761544.0;1664750.0;74.17;03/01/2022
2022-01-04;6;Cantabria;844305;145400.0;125200.0;22200.0;1155105.0;1117587;191.91;96.75;507483.0;484566.0;83.21;03/01/2022
2022-01-04;7;Castilla y Leon;3867393;611570.0;466170.0;95310.0;5094443.0;4748152;198.56;93.2;2078337.0;1994733.0;83.42;03/01/2022
2022-01-04;8;Castilla La Mancha;2531745;821270.0;382100.0;93735.0;3888850.0;3560098;174.25;91.55;1695413.0;1588415.0;77.74;03/01/2022
2022-01-04;9;Cataluña;8569700;2954900.0;1514300.0;375750.0;13648650.0;12910783;168.65;94.59;6324913.0;6010540.0;78.51;03/01/2022
2022-01-04;10;C Valenciana;6256180;1843650.0;863900.0;213125.0;9326855.0;9004387;178.79;96.54;4252413.0;4073295.0;80.88;03/01/2022
2022-01-04;11;Extremadura;1464233;251770.0;182600.0;41255.0;1969858.0;2042105;192.78;100.0;930797.0;892536.0;84.26;03/01/2022
2022-01-04;12;Galicia;3874579;785000.0;573400.0;122700.0;5415679.0;5557724;205.94;100.0;2389677.0;2311357.0;85.65;03/01/2022
2022-01-04;17;La Rioja;421265;91600.0;53240.0;15200.0;593305.0;573638;181.45;96.69;271330.0;259144.0;81.97;03/01/2022
2022-01-04;13;Madrid;8228535;2120800.0;1222100.0;321450.0;12096885.0;11737383;173.74;97.03;5610741.0;5338788.0;79.03;03/01/2022
2022-01-04;14;Murcia;1687865;548000.0;253010.0;68300.0;2605175.0;2528544;167.55;97.06;1258213.0;1189789.0;78.84;03/01/2022
2022-01-04;15;Navarra;822075;226500.0;136600.0;23750.0;1226925.0;1181592;179.79;96.31;552793.0;529726.0;80.6;03/01/2022
2022-01-04;16;País Vasco;2842920;742900.0;444200.0;101300.0;4191320.0;4004591;182.9;95.54;1898329.0;1810805.0;82.7;03/01/2022
2022-01-04;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;130652;155.54;88.14;66179.0;61289.0;72.96;03/01/2022
2022-01-04;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;127869;151.71;86.93;63682.0;58674.0;69.61;03/01/2022
2022-01-04;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;205945;154.52;97.03;95322.0;92054.0;69.07;03/01/2022
2022-01-04;0;España;59085843;15824360.0;9048320.0;2140535.0;87473058.0;84506437;178.47;96.61;39859995.0;38028178.0;80.31;
2022-01-05;1;Andalucía;10486800;2619500.0;1537200.0;333500.0;15241000.0;15099149;178.0;99.07;7183895.0;6858691.0;80.85;04/01/2022
2022-01-05;2;Aragón;1675761;368490.0;255200.0;63565.0;2399016.0;2377197;178.56;99.09;1117858.0;1066685.0;80.12;04/01/2022
2022-01-05;3;Asturias;1447025;441040.0;220900.0;43000.0;2175965.0;2090185;205.84;96.06;902243.0;870240.0;85.7;04/01/2022
2022-01-05;4;Baleares;1318884;467070.0;225400.0;56420.0;2103774.0;1856630;152.79;88.25;901206.0;868328.0;71.46;04/01/2022
2022-01-05;5;Canarias;2503770;674700.0;455800.0;133650.0;3821920.0;3715132;165.52;97.21;1764488.0;1665366.0;74.2;04/01/2022
2022-01-05;6;Cantabria;844305;145400.0;125200.0;22200.0;1155105.0;1123306;192.89;97.25;508181.0;484806.0;83.25;04/01/2022
2022-01-05;7;Castilla y Leon;3867393;611570.0;466170.0;95310.0;5094443.0;4765987;199.3;93.55;2083740.0;1995389.0;83.44;04/01/2022
2022-01-05;8;Castilla La Mancha;2531745;821270.0;382100.0;93735.0;3888850.0;3569135;174.69;91.78;1696226.0;1588801.0;77.76;04/01/2022
2022-01-05;9;Cataluña;8569700;2954900.0;1514300.0;375750.0;13648650.0;12957711;169.26;94.94;6336938.0;6013469.0;78.55;04/01/2022
2022-01-05;10;C Valenciana;6256180;1843650.0;863900.0;213125.0;9326855.0;9032858;179.36;96.85;4254065.0;4074611.0;80.91;04/01/2022
2022-01-05;11;Extremadura;1464233;251770.0;182600.0;41255.0;1969858.0;2050514;193.57;100.0;930915.0;892795.0;84.28;04/01/2022
2022-01-05;12;Galicia;3874579;785000.0;573400.0;122700.0;5415679.0;5578468;206.71;100.0;2408388.0;2311643.0;85.66;04/01/2022
2022-01-05;17;La Rioja;421265;91600.0;53240.0;15200.0;593305.0;575151;181.93;96.94;272070.0;259164.0;81.98;04/01/2022
2022-01-05;13;Madrid;8228535;2120800.0;1222100.0;321450.0;12096885.0;11784194;174.44;97.42;5621122.0;5340363.0;79.05;04/01/2022
2022-01-05;14;Murcia;1687865;548000.0;253010.0;68300.0;2605175.0;2538271;168.19;97.43;1262520.0;1190399.0;78.88;04/01/2022
2022-01-05;15;Navarra;822075;226500.0;136600.0;23750.0;1226925.0;1181681;179.8;96.31;552793.0;529728.0;80.6;03/01/2022
2022-01-05;16;País Vasco;2842920;742900.0;444200.0;101300.0;4191320.0;4019177;183.57;95.89;1902182.0;1811202.0;82.72;04/01/2022
2022-01-05;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;131132;156.11;88.47;66244.0;61304.0;72.98;04/01/2022
2022-01-05;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;127887;151.73;86.94;63682.0;58680.0;69.62;03/01/2022
2022-01-05;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;206408;154.87;97.25;95326.0;92075.0;69.08;04/01/2022
2022-01-05;0;España;59085843;15824360.0;9048320.0;2140535.0;87473058.0;84790916;179.07;96.93;39931922.0;38041112.0;80.34;
2022-01-07;1;Andalucía;10695060;2619500.0;1537200.0;333500.0;15587260.0;15125265;178.31;97.04;7187020.0;6860179.0;80.87;06/01/2022
2022-01-07;2;Aragón;1713201;368490.0;255200.0;63565.0;2454456.0;2386392;179.25;97.23;1118929.0;1067331.0;80.17;06/01/2022
2022-01-07;3;Asturias;1458725;441040.0;220900.0;43000.0;2199665.0;2097181;206.53;95.34;902324.0;870266.0;85.7;06/01/2022
2022-01-07;4;Baleares;1318884;467070.0;225400.0;56420.0;2121774.0;1859220;153.0;87.63;901873.0;869080.0;71.52;05/01/2022
2022-01-07;5;Canarias;2555250;674700.0;455800.0;133650.0;3903400.0;3726781;166.04;95.48;1766736.0;1665848.0;74.22;06/01/2022
2022-01-07;6;Cantabria;859515;155400.0;125200.0;22200.0;1186315.0;1127810;193.66;95.07;508304.0;485072.0;83.3;05/01/2022
2022-01-07;7;Castilla y Leon;3948123;611570.0;466170.0;95310.0;5205173.0;4781367;199.95;91.86;2086518.0;1995804.0;83.46;06/01/2022
2022-01-07;8;Castilla La Mancha;2583225;821270.0;382100.0;93735.0;3970330.0;3577478;175.1;90.11;1696975.0;1589184.0;77.78;06/01/2022
2022-01-07;9;Cataluña;8620010;2954900.0;1514300.0;375750.0;13818960.0;12983342;169.59;93.95;6340530.0;6016579.0;78.59;06/01/2022
2022-01-07;10;C Valenciana;6389560;1843650.0;863900.0;213125.0;9538235.0;9050963;179.72;94.89;4255195.0;4075624.0;80.93;06/01/2022
2022-01-07;11;Extremadura;1464233;271770.0;182600.0;41255.0;2001858.0;2057578;194.24;100.0;931035.0;892994.0;84.3;05/01/2022
2022-01-07;12;Galicia;3964669;785000.0;573400.0;122700.0;5541769.0;5588549;207.08;100.0;2417551.0;2311761.0;85.66;05/01/2022
2022-01-07;17;La Rioja;429455;91600.0;53240.0;15200.0;601495.0;575891;182.17;95.74;272131.0;259184.0;81.98;05/01/2022
2022-01-07;13;Madrid;8392335;2120800.0;1222100.0;321450.0;12368685.0;11822524;175.0;95.58;5623974.0;5341960.0;79.07;06/01/2022
2022-01-07;14;Murcia;1687865;548000.0;253010.0;68300.0;2635175.0;2538278;168.19;96.32;1262520.0;1190406.0;78.88;04/01/2022
2022-01-07;15;Navarra;839625;226500.0;136600.0;23750.0;1256475.0;1186696;180.56;94.45;555287.0;529917.0;80.63;05/01/2022
2022-01-07;16;País Vasco;2909610;742900.0;444200.0;101300.0;4294010.0;4034912;184.29;93.97;1905769.0;1811546.0;82.74;06/01/2022
2022-01-07;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;131659;156.74;88.82;66313.0;61322.0;73.0;05/01/2022
2022-01-07;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;128730;152.73;87.51;63720.0;58733.0;69.68;05/01/2022
2022-01-07;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;206828;155.18;97.45;95332.0;92077.0;69.08;06/01/2022
2022-01-07;0;España;60072153;15854400.0;9048320.0;2140535.0;89203408.0;84998187;179.5;95.29;39965876.0;38052240.0;80.36;
2022-01-10;1;Andalucía;10695060;2619500.0;1537200.0;333500.0;15587260.0;15165799;178.78;97.3;7197465.0;6862666.0;80.9;09/01/2022
2022-01-10;2;Aragón;1713201;368490.0;255200.0;63565.0;2454456.0;2392161;179.68;97.46;1119759.0;1067882.0;80.21;08/01/2022
2022-01-10;3;Asturias;1458725;441040.0;220900.0;43000.0;2199665.0;2117996;208.58;96.29;908593.0;870841.0;85.76;09/01/2022
2022-01-10;4;Baleares;1318884;467070.0;225400.0;56420.0;2121774.0;1870791;153.95;88.17;906293.0;870699.0;71.65;09/01/2022
2022-01-10;5;Canarias;2555250;674700.0;455800.0;133650.0;3903400.0;3750205;167.09;96.08;1772546.0;1667130.0;74.28;09/01/2022
2022-01-10;6;Cantabria;859515;155400.0;125200.0;22200.0;1186315.0;1140182;195.79;96.11;511600.0;485437.0;83.36;09/01/2021
2022-01-10;7;Castilla y Leon;3948123;611570.0;466170.0;95310.0;5205173.0;4817554;201.46;92.55;2099494.0;1996673.0;83.5;09/01/2022
2022-01-10;8;Castilla La Mancha;2583225;821270.0;382100.0;93735.0;3970330.0;3593998;175.91;90.52;1701192.0;1589719.0;77.81;09/01/2022
2022-01-10;9;Cataluña;8620010;2954900.0;1514300.0;375750.0;13818960.0;13080811;170.87;94.66;6360865.0;6025322.0;78.71;09/01/2022
2022-01-10;10;C Valenciana;6389560;1843650.0;863900.0;213125.0;9538235.0;9073864;180.17;95.13;4256523.0;4076836.0;80.95;09/01/2022
2022-01-10;11;Extremadura;1464233;271770.0;182600.0;41255.0;2001858.0;2067649;195.19;100.0;931300.0;893294.0;84.33;09/01/2022
2022-01-10;12;Galicia;3964669;785000.0;573400.0;122700.0;5541769.0;5626397;208.48;100.0;2418486.0;2313046.0;85.71;09/01/2022
2022-01-10;17;La Rioja;429455;91600.0;53240.0;15200.0;601495.0;577145;182.56;95.95;272762.0;259235.0;82.0;08/01/2022
2022-01-10;13;Madrid;8392335;2120800.0;1222100.0;321450.0;12368685.0;11911918;176.33;96.31;5651848.0;5345887.0;79.13;09/01/2022
2022-01-10;14;Murcia;1687865;548000.0;253010.0;68300.0;2635175.0;2557929;169.5;97.07;1268774.0;1191056.0;78.92;09/01/2022
2022-01-10;15;Navarra;839625;226500.0;136600.0;23750.0;1256475.0;1193828;181.65;95.01;558430.0;530506.0;80.72;09/01/2022
2022-01-10;16;País Vasco;2909610;742900.0;444200.0;101300.0;4294010.0;4062713;185.56;94.61;1913125.0;1813247.0;82.82;09/01/2022
2022-01-10;18;Ceuta;97920;22270.0;18100.0;3935.0;148225.0;132675;157.95;89.51;66428.0;61348.0;73.03;09/01/2022
2022-01-10;19;Melilla;96750;23500.0;15100.0;5750.0;147100.0;128741;152.75;87.52;63726.0;58728.0;69.68;07/01/2022
2022-01-10;0;Fuerzas Armadas;48138;58300.0;103800.0;2000.0;212238.0;206935;155.26;97.5;95340.0;92097.0;69.1;09/01/2022
2022-01-10;0;España;60072153;15854400.0;9048320.0;2140535.0;89203408.0;85480089;180.52;95.83;40082392.0;38079025.0;80.42;
2022-01-11;1;Andalucía;10796850;2619500.0;1537200.0;333500.0;15821050.0;15207515;179.28;96.12;7203820.0;6865579.0;80.94;10/01/2022
2022-01-11;2;Aragón;1713201;408490.0;255200.0;63565.0;2512456.0;2399616;180.24;95.51;1120842.0;1068194.0;80.24;10/01/2022
2022-01-11;3;Asturias;1458725;441040.0;220900.0;43000.0;2205665.0;2125067;209.28;96.35;910298.0;870865.0;85.76;10/01/2022
2022-01-11;4;Baleares;1318884;467070.0;225400.0;56420.0;2139774.0;1876516;154.42;87.7;907451.0;871141.0;71.69;10/01/2022
2022-01-11;5;Canarias;2580990;674700.0;455800.0;133650.0;3959140.0;3764870;167.74;95.09;1775360.0;1667991.0;74.32;10/01/2022
2022-01-11;6;Cantabria;859515;155400.0;125200.0;22200.0;1192315.0;1144001;196.44;95.95;511773.0;485675.0;83.4;10/01/2022
2022-01-11;7;Castilla y Leon;3987903;611570.0;466170.0;95310.0;5274953.0;4837494;202.29;91.71;2101442.0;1997205.0;83.52;10/01/2022
