ccaa_iso,fecha,num_casos,lug_ocio,lug_mercado,lug_parque,lug_estacion,lug_trabajo,lug_residencial,dosis_administradas,porcentaje_dosis_administradas,personas_una_dosis,personas_pauta_completa,porcentaje_pauta_completa,Fallecidos,Hospitalizados,UCI,CCAA,cod_ine
ES-CB,2022-01-04,1376,-3.0,29.0,0.0,-13.0,-37.0,9.0,1117587.0,191.91,507483.0,484566.0,83.21,2,32,3,Cantabria,6
ES-CE,2022-01-04,148,-3.0,6.0,-3.0,,-42.0,6.0,130652.0,155.54,66179.0,61289.0,72.96,0,3,0,Ceuta,18
ES-CL,2022-01-04,4063,1.0,31.0,25.0,-7.0,-37.0,7.0,4748152.0,198.56,2078337.0,1994733.0,83.42,10,83,5,Castilla-León,7
ES-CM,2022-01-04,6045,-6.0,29.0,5.0,-23.0,-39.0,7.0,3560098.0,174.25,1695413.0,1588415.0,77.74,5,91,4,Castilla-La Mancha,8
ES-CN,2022-01-04,2772,8.0,28.0,9.0,5.0,-31.0,6.0,3701192.0,164.9,1761544.0,1664750.0,74.17,11,40,3,Canarias,5
ES-CT,2022-01-04,30435,-1.0,29.0,21.0,-21.0,-43.0,10.0,12910783.0,168.65,6324913.0,6010540.0,78.51,33,94,4,Cataluña,9
ES-EX,2022-01-04,1568,1.0,32.0,1.0,9.0,-36.0,6.0,2042105.0,192.78,930797.0,892536.0,84.26,3,27,3,Extremadura,11
ES-GA,2022-01-04,7351,-3.0,31.0,23.0,-3.0,-35.0,7.0,5557724.0,205.94,2389677.0,2311357.0,85.65,12,65,7,Galicia,12
ES-IB,2022-01-04,2759,-7.0,8.0,33.0,-7.0,-36.0,8.0,1850670.0,152.3,899901.0,867533.0,71.39,0,28,3,Islas Baleares,4
ES-MC,2022-01-04,2535,2.0,31.0,35.0,-14.0,-34.0,5.0,2528544.0,167.55,1258213.0,1189789.0,78.84,1,34,2,Región de Murcia,14
ES-MD,2022-01-04,18450,-6.0,23.0,-17.0,-33.0,-50.0,13.0,11737383.0,173.74,5610741.0,5338788.0,79.03,7,377,23,Comunidad de Madrid,13
ES-ML,2022-01-04,173,7.0,5.0,-8.0,2.0,-44.0,6.0,127869.0,151.71,63682.0,58674.0,69.61,1,3,0,Melilla,19
ES-NC,2022-01-04,4128,-3.0,29.0,5.0,-20.0,-39.0,9.0,1181592.0,179.79,552793.0,529726.0,80.6,2,24,2,Comunidad Foral de Navarra,15
ES-PV,2022-01-04,9260,-13.0,21.0,-12.0,-28.0,-42.0,11.0,4004591.0,182.9,1898329.0,1810805.0,82.7,12,68,3,País Vasco,16
ES-RI,2022-01-04,872,3.0,26.0,-18.0,-24.0,-36.0,8.0,573638.0,181.45,271330.0,259144.0,81.97,1,12,1,La Rioja,17
ES-VC,2022-01-04,15820,4.0,32.0,39.0,-11.0,-33.0,6.0,9004387.0,178.79,4252413.0,4073295.0,80.88,11,194,9,Comunidad Valenciana,10
ES-AN,2022-01-05,14644,17.0,45.0,42.0,3.0,-37.0,4.0,15099149.0,178.0,7183895.0,6858691.0,80.85,15,166,17,Andalucía,1
ES-AR,2022-01-05,7178,-1.0,51.0,33.0,-9.0,-37.0,7.0,2377197.0,178.56,1117858.0,1066685.0,80.12,8,73,7,Aragón,2
ES-AS,2022-01-05,2768,5.0,40.0,50.0,-5.0,-33.0,4.0,2090185.0,205.84,902243.0,870240.0,85.7,3,34,2,Principado de Asturias,3
ES-CB,2022-01-05,1610,15.0,56.0,50.0,-7.0,-37.0,7.0,1123306.0,192.89,508181.0,484806.0,83.25,1,36,2,Cantabria,6
ES-CE,2022-01-05,286,5.0,16.0,21.0,,-42.0,4.0,131132.0,156.11,66244.0,61304.0,72.98,1,1,0,Ceuta,18
ES-CL,2022-01-05,10521,7.0,48.0,41.0,-1.0,-38.0,6.0,4765987.0,199.3,2083740.0,1995389.0,83.44,6,83,3,Castilla-León,7
ES-CM,2022-01-05,6846,6.0,47.0,20.0,-17.0,-41.0,6.0,3569135.0,174.69,1696226.0,1588801.0,77.76,8,70,6,Castilla-La Mancha,8
ES-CN,2022-01-05,5952,12.0,41.0,1.0,2.0,-33.0,7.0,3715132.0,165.52,1764488.0,1665366.0,74.2,8,64,9,Canarias,5
ES-CT,2022-01-05,28648,3.0,45.0,12.0,-17.0,-46.0,11.0,12957711.0,169.26,6336938.0,6013469.0,78.55,18,75,6,Cataluña,9
ES-EX,2022-01-05,3144,8.0,45.0,25.0,34.0,-34.0,4.0,2050514.0,193.57,930915.0,892795.0,84.28,4,29,1,Extremadura,11
ES-GA,2022-01-05,8144,1.0,48.0,25.0,3.0,-36.0,5.0,5578468.0,206.71,2408388.0,2311643.0,85.66,10,70,8,Galicia,12
ES-IB,2022-01-05,3574,-8.0,16.0,13.0,-12.0,-39.0,9.0,1856630.0,152.79,901206.0,868328.0,71.46,0,25,2,Islas Baleares,4
ES-MC,2022-01-05,6178,7.0,48.0,36.0,-8.0,-35.0,4.0,2538271.0,168.19,1262520.0,1190399.0,78.88,5,46,10,Región de Murcia,14
ES-MD,2022-01-05,19475,-2.0,42.0,-15.0,-31.0,-51.0,13.0,11784194.0,174.44,5621122.0,5340363.0,79.05,6,360,14,Comunidad de Madrid,13
ES-ML,2022-01-05,307,7.0,9.0,-16.0,-14.0,-46.0,8.0,127887.0,151.73,63682.0,58680.0,69.62,0,3,0,Melilla,19
ES-NC,2022-01-05,4034,7.0,46.0,36.0,-10.0,-45.0,9.0,1181681.0,179.8,552793.0,529728.0,80.6,1,28,1,Comunidad Foral de Navarra,15
ES-PV,2022-01-05,11334,-1.0,44.0,13.0,-22.0,-41.0,9.0,4019177.0,183.57,1902182.0,1811202.0,82.72,12,46,7,País Vasco,16
ES-RI,2022-01-05,1078,21.0,51.0,23.0,2.0,-40.0,6.0,575151.0,181.93,272070.0,259164.0,81.98,1,20,2,La Rioja,17
ES-VC,2022-01-05,22405,7.0,46.0,33.0,-12.0,-36.0,6.0,9032858.0,179.36,4254065.0,4074611.0,80.91,12,223,12,Comunidad Valenciana,10
ES-AN,2022-01-06,7516,-35.0,-60.0,3.0,-39.0,-74.0,15.0,,,,,,10,167,7,Andalucía,1
ES-AR,2022-01-06,4446,-44.0,-57.0,9.0,-48.0,-80.0,22.0,,,,,,11,69,3,Aragón,2
ES-AS,2022-01-06,2633,-39.0,-66.0,38.0,-38.0,-75.0,16.0,,,,,,4,35,3,Principado de Asturias,3
ES-CB,2022-01-06,1071,-37.0,-63.0,54.0,-37.0,-77.0,18.0,,,,,,1,28,5,Cantabria,6
ES-CE,2022-01-06,210,-49.0,-64.0,-27.0,,-74.0,15.0,,,,,,0,2,0,Ceuta,18
ES-CL,2022-01-06,4444,-44.0,-67.0,10.0,-41.0,-77.0,18.0,,,,,,12,53,2,Castilla-León,7
ES-CM,2022-01-06,2980,-43.0,-65.0,-3.0,-47.0,-78.0,20.0,,,,,,5,60,3,Castilla-La Mancha,8
ES-CN,2022-01-06,3262,-42.0,-58.0,-23.0,-30.0,-70.0,19.0,,,,,,5,45,5,Canarias,5
ES-CT,2022-01-06,14891,-49.0,-57.0,-13.0,-50.0,-84.0,24.0,,,,,,19,58,3,Cataluña,9
ES-EX,2022-01-06,1726,-35.0,-62.0,-5.0,-20.0,-71.0,13.0,,,,,,0,20,1,Extremadura,11
ES-GA,2022-01-06,6524,-47.0,-68.0,17.0,-38.0,-79.0,19.0,,,,,,3,59,2,Galicia,12
ES-IB,2022-01-06,2450,-47.0,-60.0,20.0,-43.0,-76.0,20.0,,,,,,4,23,2,Islas Baleares,4
ES-MC,2022-01-06,3864,-42.0,-60.0,5.0,-45.0,-79.0,20.0,,,,,,2,57,10,Región de Murcia,14
ES-MD,2022-01-06,5483,-49.0,-65.0,-1.0,-57.0,-84.0,24.0,,,,,,10,280,15,Comunidad de Madrid,13
ES-ML,2022-01-06,169,-45.0,-63.0,-41.0,-37.0,-76.0,17.0,,,,,,0,4,1,Melilla,19
ES-NC,2022-01-06,2304,-44.0,-62.0,-9.0,-42.0,-81.0,21.0,,,,,,1,19,3,Comunidad Foral de Navarra,15
ES-PV,2022-01-06,9200,-43.0,-64.0,6.0,-49.0,-82.0,21.0,,,,,,13,51,7,País Vasco,16
ES-RI,2022-01-06,796,-38.0,-56.0,-1.0,-45.0,-80.0,19.0,,,,,,2,6,1,La Rioja,17
ES-VC,2022-01-06,8203,-42.0,-62.0,16.0,-44.0,-80.0,21.0,,,,,,10,179,10,Comunidad Valenciana,10
ES-AN,2022-01-07,10533,-18.0,14.0,-4.0,-23.0,-39.0,11.0,15125265.0,178.31,7187020.0,6860179.0,80.87,16,170,8,Andalucía,1
ES-AR,2022-01-07,6683,-24.0,18.0,9.0,-34.0,-48.0,15.0,2386392.0,179.25,1118929.0,1067331.0,80.17,6,82,7,Aragón,2
ES-AS,2022-01-07,2256,-20.0,13.0,3.0,-20.0,-41.0,12.0,2097181.0,206.53,902324.0,870266.0,85.7,4,35,2,Principado de Asturias,3
ES-CB,2022-01-07,1811,-19.0,19.0,-6.0,-21.0,-44.0,15.0,1127810.0,193.66,508304.0,485072.0,83.3,3,31,2,Cantabria,6
ES-CE,2022-01-07,286,-26.0,-7.0,-14.0,,-43.0,10.0,131659.0,156.74,66313.0,61322.0,73.0,0,1,0,Ceuta,18
ES-CL,2022-01-07,5189,-18.0,17.0,11.0,-20.0,-43.0,13.0,4781367.0,199.95,2086518.0,1995804.0,83.46,10,79,3,Castilla-León,7
ES-CM,2022-01-07,5249,-24.0,16.0,-4.0,-34.0,-45.0,13.0,3577478.0,175.1,1696975.0,1589184.0,77.78,4,76,4,Castilla-La Mancha,8
ES-CN,2022-01-07,3080,-16.0,16.0,-26.0,-16.0,-35.0,15.0,3726781.0,166.04,1766736.0,1665848.0,74.22,10,36,5,Canarias,5
ES-CT,2022-01-07,26752,-19.0,15.0,-6.0,-32.0,-53.0,16.0,12983342.0,169.59,6340530.0,6016579.0,78.59,16,80,8,Cataluña,9
ES-EX,2022-01-07,2890,-21.0,14.0,-7.0,-3.0,-39.0,10.0,2057578.0,194.24,931035.0,892994.0,84.3,0,40,2,Extremadura,11
ES-GA,2022-01-07,6918,-19.0,17.0,9.0,-9.0,-41.0,13.0,5588549.0,207.08,2417551.0,2311761.0,85.66,2,63,7,Galicia,12
ES-IB,2022-01-07,3322,-19.0,9.0,7.0,-18.0,-39.0,10.0,1859220.0,153.0,901873.0,869080.0,71.52,2,33,2,Islas Baleares,4
ES-MC,2022-01-07,2861,-22.0,18.0,-1.0,-25.0,-40.0,11.0,2538278.0,168.19,1262520.0,1190406.0,78.88,4,46,2,Región de Murcia,14
ES-MD,2022-01-07,17841,-24.0,12.0,-14.0,-38.0,-53.0,17.0,11822524.0,175.0,5623974.0,5341960.0,79.07,13,339,21,Comunidad de Madrid,13
ES-ML,2022-01-07,194,-15.0,2.0,-32.0,-25.0,-46.0,11.0,128730.0,152.73,63720.0,58733.0,69.68,1,0,0,Melilla,19
ES-NC,2022-01-07,3939,-21.0,18.0,-28.0,-30.0,-52.0,16.0,1186696.0,180.56,555287.0,529917.0,80.63,3,24,2,Comunidad Foral de Navarra,15
ES-PV,2022-01-07,7816,-24.0,13.0,-29.0,-32.0,-52.0,16.0,4034912.0,184.29,1905769.0,1811546.0,82.74,18,72,4,País Vasco,16
ES-RI,2022-01-07,758,-12.0,16.0,-30.0,-30.0,-51.0,15.0,575891.0,182.17,272131.0,259184.0,81.98,2,16,0,La Rioja,17
ES-VC,2022-01-07,17127,-17.0,20.0,1.0,-27.0,-42.0,12.0,9050963.0,179.72,4255195.0,4075624.0,80.93,6,203,10,Comunidad Valenciana,10
ES-AN,2022-01-08,9388,-24.0,0.0,-6.0,-17.0,-14.0,6.0,,,,,,18,155,8,Andalucía,1
ES-AR,2022-01-08,5999,-29.0,4.0,11.0,-31.0,-17.0,7.0,,,,,,7,67,5,Aragón,2
ES-AS,2022-01-08,2444,-27.0,1.0,2.0,-21.0,-18.0,7.0,,,,,,8,42,1,Principado de Asturias,3
ES-CB,2022-01-08,1351,-23.0,6.0,8.0,-20.0,-16.0,7.0,,,,,,1,22,3,Cantabria,6
ES-CE,2022-01-08,361,-32.0,-13.0,-9.0,,-30.0,7.0,,,,,,0,2,0,Ceuta,18
ES-CL,2022-01-08,11069,-25.0,3.0,-7.0,-11.0,-11.0,6.0,,,,,,12,68,3,Castilla-León,7
ES-CM,2022-01-08,4564,-30.0,-1.0,-15.0,-25.0,-20.0,7.0,,,,,,5,76,6,Castilla-La Mancha,8
ES-CN,2022-01-08,6892,-20.0,6.0,-20.0,-7.0,-13.0,10.0,,,,,,10,54,7,Canarias,5
ES-CT,2022-01-08,18223,-30.0,-2.0,-17.0,-27.0,-19.0,8.0,,,,,,24,72,3,Cataluña,9
ES-EX,2022-01-08,3699,-26.0,0.0,-10.0,-1.0,-15.0,6.0,,,,,,3,17,0,Extremadura,11
ES-GA,2022-01-08,8048,-29.0,3.0,-26.0,1.0,-12.0,8.0,,,,,,6,61,2,Galicia,12
ES-IB,2022-01-08,3833,-25.0,-9.0,-2.0,-13.0,-17.0,8.0,,,,,,1,27,1,Islas Baleares,4
ES-MC,2022-01-08,7272,-29.0,5.0,-1.0,-31.0,-15.0,7.0,,,,,,4,54,4,Región de Murcia,14
ES-MD,2022-01-08,9056,-31.0,-3.0,-25.0,-27.0,-10.0,7.0,,,,,,6,299,17,Comunidad de Madrid,13
ES-ML,2022-01-08,352,-17.0,-9.0,-27.0,,-26.0,9.0,,,,,,0,6,2,Melilla,19
ES-NC,2022-01-08,5355,-24.0,8.0,-12.0,-26.0,-19.0,8.0,,,,,,3,20,5,Comunidad Foral de Navarra,15
ES-PV,2022-01-08,11696,-29.0,0.0,-9.0,-28.0,-19.0,6.0,,,,,,14,37,4,País Vasco,16
ES-RI,2022-01-08,1103,-23.0,-4.0,-20.0,-26.0,-17.0,7.0,,,,,,0,13,0,La Rioja,17
ES-VC,2022-01-08,16148,-26.0,2.0,0.0,-20.0,-16.0,7.0,,,,,,16,203,13,Comunidad Valenciana,10
ES-AN,2022-01-09,8911,-21.0,,-18.0,-11.0,-9.0,4.0,,,,,,13,148,9,Andalucía,1
ES-AR,2022-01-09,5166,-33.0,28.0,-27.0,-31.0,-12.0,5.0,,,,,,10,60,9,Aragón,2
ES-AS,2022-01-09,3650,-28.0,,-28.0,-24.0,-13.0,8.0,,,,,,3,50,2,Principado de Asturias,3
ES-CB,2022-01-09,2090,-47.0,-7.0,-61.0,-35.0,-20.0,11.0,,,,,,4,24,3,Cantabria,6
ES-CE,2022-01-09,470,-25.0,-3.0,-15.0,,-28.0,,,,,,,0,1,0,Ceuta,18
ES-CL,2022-01-09,10966,-27.0,47.0,-17.0,-13.0,-9.0,6.0,,,,,,10,81,4,Castilla-León,7
ES-CM,2022-01-09,4699,-32.0,,-18.0,-17.0,-18.0,6.0,,,,,,7,71,3,Castilla-La Mancha,8
ES-CN,2022-01-09,6394,-24.0,10.0,-25.0,-6.0,-12.0,10.0,,,,,,7,36,6,Canarias,5
ES-CT,2022-01-09,22140,-29.0,21.0,-20.0,-24.0,-10.0,6.0,,,,,,26,68,7,Cataluña,9
ES-EX,2022-01-09,3436,-32.0,30.0,-21.0,-7.0,-18.0,7.0,,,,,,2,25,4,Extremadura,11
ES-GA,2022-01-09,7855,-34.0,,-40.0,4.0,-8.0,8.0,,,,,,6,60,5,Galicia,12
ES-IB,2022-01-09,3498,-34.0,4.0,-19.0,-11.0,-13.0,7.0,,,,,,2,17,0,Islas Baleares,4
ES-MC,2022-01-09,7984,-27.0,,-18.0,-25.0,-13.0,7.0,,,,,,6,45,8,Región de Murcia,14
ES-MD,2022-01-09,8759,-28.0,9.0,-23.0,-29.0,-3.0,6.0,,,,,,8,252,16,Comunidad de Madrid,13
ES-ML,2022-01-09,324,-9.0,,-48.0,,-24.0,,,,,,,0,2,0,Melilla,19
ES-NC,2022-01-09,4851,-37.0,12.0,-57.0,-38.0,-18.0,9.0,,,,,,6,22,2,Comunidad Foral de Navarra,15
ES-PV,2022-01-09,11637,-51.0,-2.0,-68.0,-46.0,-22.0,10.0,,,,,,16,45,4,País Vasco,16
ES-RI,2022-01-09,965,-31.0,27.0,-51.0,-15.0,-15.0,8.0,,,,,,1,13,1,La Rioja,17
ES-VC,2022-01-09,13182,-26.0,,-27.0,-20.0,-11.0,6.0,,,,,,5,181,9,Comunidad Valenciana,10
ES-AN,2022-01-10,12520,-14.0,14.0,-7.0,-11.0,-18.0,4.0,15165799.0,178.78,7197465.0,6862666.0,80.9,15,185,9,Andalucía,1
ES-AR,2022-01-10,6563,-19.0,21.0,7.0,-16.0,-14.0,6.0,2392161.0,179.68,1119759.0,1067882.0,80.21,15,69,1,Aragón,2
ES-AS,2022-01-10,3373,-15.0,12.0,10.0,-10.0,-20.0,4.0,2117996.0,208.58,908593.0,870841.0,85.76,6,46,0,Principado de Asturias,3
ES-CB,2022-01-10,2004,-13.0,19.0,-12.0,-11.0,-20.0,7.0,1140182.0,195.79,511600.0,485437.0,83.36,3,44,3,Cantabria,6
ES-CE,2022-01-10,446,-13.0,-1.0,-9.0,,-29.0,5.0,132675.0,157.95,66428.0,61348.0,73.03,0,1,0,Ceuta,18
ES-CL,2022-01-10,9370,-11.0,23.0,22.0,1.0,-16.0,4.0,4817554.0,201.46,2099494.0,1996673.0,83.5,19,101,5,Castilla-León,7
ES-CM,2022-01-10,6110,-18.0,17.0,-6.0,-14.0,-18.0,4.0,3593998.0,175.91,1701192.0,1589719.0,77.81,5,108,11,Castilla-La Mancha,8
ES-CN,2022-01-10,6653,-9.0,18.0,-16.0,-2.0,-18.0,7.0,3750205.0,167.09,1772546.0,1667130.0,74.28,8,31,6,Canarias,5
ES-CT,2022-01-10,37255,-22.0,9.0,-23.0,-24.0,-25.0,9.0,13080811.0,170.87,6360865.0,6025322.0,78.71,31,78,5,Cataluña,9
ES-EX,2022-01-10,3576,-13.0,22.0,-6.0,13.0,-17.0,2.0,2067649.0,195.19,931300.0,893294.0,84.33,6,27,3,Extremadura,11
ES-GA,2022-01-10,8389,-15.0,19.0,17.0,1.0,-18.0,5.0,5626397.0,208.48,2418486.0,2313046.0,85.71,3,68,6,Galicia,12
ES-IB,2022-01-10,4060,-19.0,4.0,-8.0,-12.0,-20.0,7.0,1870791.0,153.95,906293.0,870699.0,71.65,0,25,2,Islas Baleares,4
ES-MC,2022-01-10,7902,-19.0,18.0,-2.0,-5.0,-9.0,3.0,2557929.0,169.5,1268774.0,1191056.0,78.92,5,67,5,Región de Murcia,14
ES-MD,2022-01-10,19360,-15.0,17.0,-3.0,-23.0,-30.0,9.0,11911918.0,176.33,5651848.0,5345887.0,79.13,9,340,28,Comunidad de Madrid,13
ES-ML,2022-01-10,372,-9.0,9.0,-28.0,0.0,-27.0,6.0,128741.0,152.75,63726.0,58728.0,69.68,0,5,2,Melilla,19
ES-NC,2022-01-10,3263,-13.0,21.0,-10.0,-13.0,-15.0,5.0,1193828.0,181.65,558430.0,530506.0,80.72,4,23,5,Comunidad Foral de Navarra,15
ES-PV,2022-01-10,9255,-23.0,12.0,-36.0,-21.0,-21.0,7.0,4062713.0,185.56,1913125.0,1813247.0,82.82,28,64,7,País Vasco,16
ES-RI,2022-01-10,1033,-8.0,15.0,-14.0,-10.0,-16.0,4.0,577145.0,182.56,272762.0,259235.0,82.0,2,11,0,La Rioja,17
ES-VC,2022-01-10,23349,-15.0,14.0,0.0,-12.0,-15.0,5.0,9073864.0,180.17,4256523.0,4076836.0,80.95,13,259,13,Comunidad Valenciana,10
ES-AN,2022-01-11,13524,-17.0,10.0,-7.0,-13.0,-17.0,5.0,15207515.0,179.28,7203820.0,6865579.0,80.94,19,194,4,Andalucía,1
ES-AR,2022-01-11,6073,-22.0,9.0,15.0,-24.0,-14.0,6.0,2399616.0,180.24,1120842.0,1068194.0,80.24,14,81,8,Aragón,2
ES-AS,2022-01-11,3816,-23.0,6.0,2.0,-15.0,-22.0,5.0,2125067.0,209.28,910298.0,870865.0,85.76,1,51,3,Principado de Asturias,3
ES-CB,2022-01-11,2352,-18.0,14.0,6.0,-10.0,-20.0,6.0,1144001.0,196.44,511773.0,485675.0,83.4,2,38,6,Cantabria,6
ES-CE,2022-01-11,419,-24.0,-6.0,-17.0,,-26.0,6.0,133368.0,158.77,66541.0,61368.0,73.06,0,3,0,Ceuta,18
ES-CL,2022-01-11,10573,-17.0,14.0,17.0,-4.0,-16.0,4.0,4837494.0,202.29,2101442.0,1997205.0,83.52,12,88,6,Castilla-León,7
ES-CM,2022-01-11,6087,-21.0,11.0,-5.0,-16.0,-18.0,4.0,3605148.0,176.45,1703188.0,1591218.0,77.88,7,95,7,Castilla-La Mancha,8
ES-CN,2022-01-11,5110,-15.0,10.0,-10.0,-8.0,-18.0,7.0,3764870.0,167.74,1775360.0,1667991.0,74.32,6,68,9,Canarias,5
ES-CT,2022-01-11,34337,-20.0,15.0,-3.0,-21.0,-24.0,8.0,13120721.0,171.39,6367512.0,6028875.0,78.75,30,87,5,Cataluña,9
ES-EX,2022-01-11,3336,-17.0,12.0,-6.0,9.0,-16.0,4.0,2072375.0,195.63,931477.0,893420.0,84.34,8,22,1,Extremadura,11
ES-GA,2022-01-11,7095,-15.0,16.0,30.0,-4.0,-17.0,4.0,5633713.0,208.76,2418649.0,2313358.0,85.72,4,91,7,Galicia,12
ES-IB,2022-01-11,3537,-18.0,1.0,6.0,-12.0,-18.0,6.0,1876516.0,154.42,907451.0,871141.0,71.69,2,26,1,Islas Baleares,4
ES-MC,2022-01-11,7634,-23.0,13.0,-13.0,-18.0,-19.0,6.0,2564736.0,169.95,1270600.0,1191451.0,78.95,2,62,5,Región de Murcia,14
ES-MD,2022-01-11,17494,-22.0,12.0,-2.0,-26.0,-30.0,9.0,11952507.0,176.93,5658075.0,5347327.0,79.15,14,402,25,Comunidad de Madrid,13
ES-ML,2022-01-11,332,-14.0,-1.0,-29.0,-6.0,-27.0,7.0,129184.0,153.27,63810.0,58815.0,69.78,0,4,0,Melilla,19
ES-NC,2022-01-11,2799,-16.0,17.0,-4.0,-15.0,-13.0,5.0,1196738.0,182.09,559127.0,530578.0,80.73,4,28,1,Comunidad Foral de Navarra,15
ES-PV,2022-01-11,8739,-21.0,12.0,-9.0,-20.0,-21.0,7.0,4075070.0,186.12,1915006.0,1813913.0,82.85,14,54,2,País Vasco,16
ES-RI,2022-01-11,823,-13.0,14.0,-15.0,-16.0,-12.0,4.0,579159.0,183.2,273384.0,259325.0,82.03,2,7,0,La Rioja,17
ES-VC,2022-01-11,22454,-20.0,13.0,-7.0,-18.0,-17.0,6.0,9095323.0,180.6,4257427.0,4078111.0,80.97,10,240,10,Comunidad Valenciana,10
ES-AN,2022-01-12,11760,-21.0,7.0,-13.0,-18.0,-18.0,6.0,15252840.0,179.81,7210488.0,6868253.0,80.97,19,240,16,Andalucía,1
ES-AR,2022-01-12,5504,-23.0,16.0,12.0,-20.0,-14.0,6.0,2414635.0,181.37,1127709.0,1068557.0,80.26,8,62,10,Aragón,2
ES-AS,2022-01-12,3564,-18.0,8.0,41.0,-8.0,-19.0,4.0,2131798.0,209.94,911873.0,870891.0,85.77,0,43,4,Principado de Asturias,3
ES-CB,2022-01-12,2055,-13.0,17.0,38.0,-7.0,-17.0,5.0,1148071.0,197.14,512090.0,485902.0,83.44,2,43,2,Cantabria,6
ES-CE,2022-01-12,398,-28.0,-9.0,-20.0,,-27.0,6.0,133993.0,159.52,66616.0,61386.0,73.08,0,0,0,Ceuta,18
ES-CL,2022-01-12,7936,-19.0,13.0,13.0,-9.0,-16.0,5.0,4859398.0,203.21,2105862.0,1997679.0,83.54,11,94,2,Castilla-León,7
ES-CM,2022-01-12,6075,-21.0,9.0,-6.0,-19.0,-19.0,5.0,3618285.0,177.1,1706510.0,1591820.0,77.91,3,97,5,Castilla-La Mancha,8
ES-CN,2022-01-12,5923,-17.0,8.0,-17.0,-11.0,-17.0,8.0,3778864.0,168.36,1778130.0,1668674.0,74.35,14,49,5,Canarias,5
ES-CT,2022-01-12,32249,-23.0,12.0,-7.0,-24.0,-25.0,9.0,13164041.0,171.96,6375179.0,6032941.0,78.81,35,92,7,Cataluña,9
ES-EX,2022-01-12,3575,-21.0,11.0,-7.0,8.0,-14.0,4.0,2076543.0,196.03,931569.0,893537.0,84.35,1,24,0,Extremadura,11
ES-GA,2022-01-12,6385,-19.0,12.0,24.0,-6.0,-17.0,4.0,5651177.0,209.4,2428700.0,2313821.0,85.74,5,99,5,Galicia,12
ES-IB,2022-01-12,3362,-21.0,-1.0,11.0,-16.0,-19.0,7.0,1882467.0,154.91,908649.0,871579.0,71.72,1,33,5,Islas Baleares,4
ES-MC,2022-01-12,6960,-22.0,15.0,3.0,-13.0,-18.0,5.0,2577089.0,170.77,1274948.0,1192078.0,78.99,5,64,3,Región de Murcia,14
ES-MD,2022-01-12,16180,-24.0,11.0,-9.0,-27.0,-30.0,10.0,11990409.0,177.49,5665046.0,5348706.0,79.17,18,360,22,Comunidad de Madrid,13
ES-ML,2022-01-12,330,-18.0,-2.0,-32.0,-11.0,-28.0,8.0,129540.0,153.69,63831.0,58856.0,69.83,0,9,1,Melilla,19
ES-NC,2022-01-12,2450,-18.0,13.0,-9.0,-16.0,-16.0,6.0,1201921.0,182.88,559354.0,530662.0,80.74,3,25,3,Comunidad Foral de Navarra,15
ES-PV,2022-01-12,8412,-19.0,9.0,8.0,-20.0,-19.0,6.0,4088876.0,186.75,1918476.0,1814715.0,82.88,22,41,4,País Vasco,16
ES-RI,2022-01-12,766,-14.0,9.0,-7.0,-16.0,-11.0,4.0,581506.0,183.94,274446.0,259388.0,82.05,1,9,0,La Rioja,17
ES-VC,2022-01-12,22325,-20.0,11.0,3.0,-17.0,-16.0,6.0,9125066.0,181.19,4258741.0,4079538.0,81.0,9,215,8,Comunidad Valenciana,10
ES-AN,2022-01-13,11746,-22.0,5.0,-16.0,-19.0,-19.0,6.0,15302273.0,180.39,7216921.0,6871252.0,81.0,16,203,9,Andalucía,1
ES-AR,2022-01-13,5223,-24.0,11.0,9.0,-24.0,-15.0,6.0,2427951.0,182.37,1129776.0,1069215.0,80.31,14,76,6,Aragón,2
ES-AS,2022-01-13,2521,-20.0,6.0,34.0,-16.0,-22.0,5.0,2138739.0,210.63,913149.0,870921.0,85.77,6,41,0,Principado de Asturias,3
ES-CB,2022-01-13,1561,-17.0,13.0,40.0,-7.0,-19.0,6.0,1151602.0,197.75,512362.0,486118.0,83.47,2,31,3,Cantabria,6
ES-CE,2022-01-13,359,-26.0,-12.0,-28.0,,-26.0,7.0,134650.0,160.3,66690.0,61403.0,73.1,1,3,0,Ceuta,18
ES-CL,2022-01-13,4632,-21.0,11.0,11.0,-10.0,-16.0,5.0,4883355.0,204.21,2113436.0,1998330.0,83.57,12,92,4,Castilla-León,7
ES-CM,2022-01-13,5106,-23.0,6.0,-10.0,-18.0,-19.0,6.0,3634873.0,177.91,1711830.0,1592534.0,77.95,9,104,11,Castilla-La Mancha,8
ES-CN,2022-01-13,2993,-17.0,7.0,-17.0,-12.0,-17.0,8.0,3791871.0,168.94,1780232.0,1669323.0,74.37,11,51,9,Canarias,5
ES-CT,2022-01-13,31066,-22.0,14.0,-8.0,-23.0,-25.0,9.0,13205924.0,172.5,6381343.0,6036603.0,78.85,25,78,6,Cataluña,9
ES-EX,2022-01-13,1754,-20.0,8.0,-13.0,4.0,-16.0,5.0,2084046.0,196.74,935384.0,893675.0,84.36,5,22,3,Extremadura,11
ES-GA,2022-01-13,5639,-18.0,11.0,32.0,-3.0,-16.0,4.0,5676107.0,210.33,2438814.0,2314197.0,85.75,4,80,7,Galicia,12
